region_id,iT,iC,T_low,T_high,C_low,C_high,Tss,Caoss,Cass,Cbss,Ccss,fss,aCa,aCb,aCc,aT,aCao,b
14,4,2,345.45454545454544,361.8181818181818,1.0666666666666667,1.2,353.6363636363636,1.1333333333333333,0.6145013182977528,0.9623359699295052,1.556496045105742,2.1804780203638074e-13,-5.704620190394434,-6.008286917300578,1.5240406819607994,-0.06772525838659754,1.0,-29.7321047203447
15,5,0,361.8181818181818,378.1818181818182,0.8,0.9333333333333333,370.0,0.8666666666666667,0.380301792289976,1.027270251245952,1.4590946231310715,-6.483702463810914e-13,-21.758084927101766,-15.36954251855241,5.077101861982213,-0.10354414554962199,1.0,-54.10000765792881
16,5,1,361.8181818181818,378.1818181818182,0.9333333333333333,1.0666666666666667,370.0,1.0,0.4762765568693601,0.9525531137387204,1.5711703293919197,-3.348432642269472e-13,-18.848275598224742,-17.84827559822474,5.077101861982213,-0.11149755930201233,1.0,-58.255527437700366
17,5,2,361.8181818181818,378.1818181818182,1.0666666666666667,1.2,370.0,1.1333333333333333,0.578296132165683,0.8899255976653649,1.6651116035019522,-2.6645352591003757e-14,-16.578486388932888,-20.246587911056437,5.077101861982213,-0.11816406934554424,1.0,-61.73866250528261
18,6,0,378.1818181818182,394.54545454545456,0.8,0.9333333333333333,386.3636363636364,0.8666666666666667,0.3596287796605981,0.985924225987196,1.5211136610192055,-1.3606893389805919e-12,-67.01598724334382,-48.160392664337806,15.274473984960519,-0.22397731896442963,1.0,-134.01918927890176
19,6,1,378.1818181818182,394.54545454545456,0.9333333333333333,1.0666666666666667,386.3636363636364,1.0,0.4546731687066493,0.9093463374132998,1.6359804938800506,-1.1155520951433573e-12,-57.159171207752735,-56.159171207752664,15.274473984960519,-0.2408909565981021,1.0,-144.13964260829394
20,6,2,378.1818181818182,394.54545454545456,1.0666666666666667,1.2,386.3636363636364,1.1333333333333333,0.5562221283654386,0.8457775900648793,1.731333614902682,-8.739675649849232e-13,-49.58188857839496,-63.899355533916584,15.274473984960519,-0.2549312856996324,1.0,-152.54082149594194
21,7,0,394.54545454545456,410.9090909090909,0.8,0.9333333333333333,402.72727272727275,0.8666666666666667,0.3438940176294033,0.9544547019248164,1.56831794711278,-2.7853275241795927e-12,-194.1457102395793,-139.18241305370114,42.01882772205156,-0.5235958454956484,1.0,-343.70963543214
22,7,1,394.54545454545456,410.9090909090909,0.9333333333333333,1.0666666666666667,402.72727272727275,1.0,0.4382339091009685,0.8764678182019315,1.6852982726970998,-2.7853275241795927e-12,-163.8719786153914,-162.87197861539244,42.01882772205156,-0.5626506893131626,1.0,-369.3468253484747
23,7,2,394.54545454545456,410.9090909090909,1.0666666666666667,1.2,402.72727272727275,1.1333333333333333,0.539452919552949,0.8122391724398831,1.781641241340168,-2.5863755581667647e-12,-140.8757038124646,-185.79836914167643,42.01882772205156,-0.5948155817809786,1.0,-390.46117061865476
24,8,0,410.9090909090909,427.27272727272725,0.8,0.9333333333333333,419.09090909090907,0.8666666666666667,0.3305609732450807,0.9277886131561734,1.6083170802657465,-6.991740519879386e-12,-522.2855270995718,-371.45670626505853,106.80763612533232,-1.2094215866127112,1.0,-851.4908945609094
25,8,1,410.9090909090909,427.27272727272725,0.9333333333333333,1.0666666666666667,419.09090909090907,1.0,0.4243042818071805,0.8486085636143411,1.727087154578478,-7.219114195322618e-12,-437.10635106728324,-436.10635106729336,106.80763612533232,-1.2987342560358837,1.0,-914.3713041918912
26,8,2,410.9090909090909,427.27272727272725,1.0666666666666667,1.2,419.09090909090907,1.1333333333333333,0.5252629928892155,0.783859319112439,1.8242110213313452,-7.332801033044234e-12,-373.0950075838541,-498.68064984909626,106.80763612533232,-1.3717694196037584,1.0,-965.7915677701087
27,9,0,427.27272727272725,443.6363636363636,0.8,0.9333333333333333,435.45454545454544,0.8666666666666667,0.3187613728080566,0.9041894122820892,1.6437158815768542,-1.7905676941154525e-11,-1307.9018965103735,-921.4658720802001,253.1106148126429,-2.6702913771432897,1.0,-1995.9702031793224
28,9,1,427.27272727272725,443.6363636363636,0.9333333333333333,1.0666666666666667,435.45454545454544,1.0,0.4119755738259656,0.8239511476518562,1.7640732785221789,-1.892885848064907e-11,-1086.2432156969721,-1085.243215697071,253.1106148126429,-2.865817454880151,1.0,-2142.1206302255305
29,9,2,427.27272727272725,443.6363636363636,1.0666666666666667,1.2,435.45454545454544,1.1333333333333333,0.5127188923767176,0.7587711180873851,1.861843322868897,-1.978150976356119e-11,-921.3345724004073,-1243.781982020019,253.1106148126429,-3.0246493486935258,1.0,-2260.8431524489997
30,10,0,443.6363636363636,460.0,0.8,0.9333333333333333,451.8181818181818,0.8666666666666667,0.3081268603841439,0.8829203874342844,1.6756194188485716,-3.353761712787673e-11,-3067.0500957328977,-2140.0171594723715,563.4775053043785,-5.592688441752287,1.0,-4416.343102785442
31,10,1,443.6363636363636,460.0,0.9333333333333333,1.0666666666666667,451.8181818181818,1.0,0.4008621827097697,0.8017243654194558,1.7974134518707747,-3.603872755775228e-11,-2529.053853390605,-2528.0538533908684,563.4775053043785,-5.999198460134487,1.0,-4737.349311980404
32,10,2,443.6363636363636,460.0,1.0666666666666667,1.2,451.8181818181818,1.1333333333333333,0.501423634435906,0.7361806022059545,1.8957290966911395,-2.091837814077735e-11,-2132.595996741927,-2903.7239194638473,563.4775053043785,-6.327345033421771,1.0,-4996.474752407657
