NN_Experiment_Error,KKThPINN_Experiment_Error
0.1380718421317798,0.15473119704720042
0.10579119591556099,0.12100987384241713
0.12171391332353747,0.1384665365869929
0.07738438187101701,0.11986158961966847
0.11074046277090825,0.15738726897732797
0.10262458368183608,0.14433148989835148
0.08513078592100871,0.10404058687235104
0.09219289080465976,0.13053165876024428
0.09514431958441597,0.11129017405927595
0.10178802273130902,0.11063497612783996
0.10628540668233825,0.09691168330505905
0.080498832522539,0.12338969951944553
0.07250696718895844,0.10341481631111953
0.07974032210411673,0.09494539319078152
0.1078837005783693,0.1149868030806918
0.09211587612759328,0.10769094371619847
0.10328353460366312,0.08241317393710901
0.14279800119887706,0.09684079035745544
0.11737638768161097,0.15699441497066538
0.10675388576944728,0.09498665014728254
0.08997642139251388,0.10828383482060024
0.1280261196406624,0.09888332420870802
0.0773313091150864,0.12442881168293846
0.12728855969905192,0.12125182365402537
0.09417559797093289,0.09503360626512175
0.14501745303744576,0.1094559884443317
0.11389473335828294,0.15507414273639045
0.10857425129335621,0.11754738601874666
0.09249233693550919,0.10204743197789644
0.14685251610674988,0.1278539592202158
0.12382408754071365,0.154219115741857
0.08738004372250778,0.09660223376046272
0.14318501397453143,0.12619574404863756
0.08326583836755486,0.10122162349176848
0.10212426586216708,0.08804234425121603
0.0995406616819788,0.11793888285508505
0.09535284939642868,0.06987507029106882
0.08678914229656293,0.0835774572164432
0.09607582220845953,0.12531735019446422
0.09213107663747284,0.1335420532943064
0.12670212582198104,0.15244889410665902
0.1498268525613501,0.10531735836756766
0.10957571226678198,0.08551585400671753
0.1025277999067269,0.11539837663139858
0.08742834485718438,0.11561035322647988
0.08897854005068834,0.10583902703072286
0.10246026850422704,0.11740708737099137
0.08106735308488358,0.07104387521217971
0.14179649074369396,0.10646794040571235
0.1120957657566887,0.09475162620927267
