epoch,batch_idx,phase,batch_size,batch_MSE,batch_RMSE,epoch_MSE,epoch_RMSE
1,0,train,16,0.20015185154780651,0.4473833384780959,0.1988470907876516,0.44592274082810757
1,1,train,16,0.19772290416121305,0.44466043691924406,0.1988470907876516,0.44592274082810757
1,2,train,16,0.19011315286800362,0.4360196702764723,0.1988470907876516,0.44592274082810757
1,3,train,12,0.2074004545735831,0.4554124005487588,0.1988470907876516,0.44592274082810757
1,-1,train,60,0.1988470907876516,0.44592274082810757,0.1988470907876516,0.44592274082810757
2,0,train,16,0.20008519344026246,0.447308834520695,0.19539704582687473,0.44203738057643355
2,1,train,16,0.19006178059741213,0.43596075579966154,0.19539704582687473,0.44203738057643355
2,2,train,16,0.19342260443197773,0.43979836792782406,0.19539704582687473,0.44203738057643355
2,3,train,12,0.19801860483784645,0.4449928143665316,0.19539704582687473,0.44203738057643355
2,-1,train,60,0.19539704582687473,0.44203738057643355,0.19539704582687473,0.44203738057643355
3,0,train,16,0.18212185785610405,0.4267573758660816,0.19320161009429612,0.4395470510585825
3,1,train,16,0.19284805637143412,0.43914468728590367,0.19320161009429612,0.4395470510585825
3,2,train,16,0.19019671805398874,0.43611548706046743,0.19320161009429612,0.4395470510585825
3,3,train,12,0.20763980809565755,0.4556751124383002,0.19320161009429612,0.4395470510585825
3,-1,train,60,0.19320161009429612,0.4395470510585825,0.19320161009429612,0.4395470510585825
4,0,train,16,0.18998857850953005,0.4358767928090804,0.18863815566624598,0.4343249424868965
4,1,train,16,0.19471711978653478,0.4412676283011646,0.18863815566624598,0.4343249424868965
4,2,train,16,0.1915667846140708,0.4376834296772849,0.18863815566624598,0.4343249424868965
4,3,train,12,0.17828013975484827,0.4222323291208861,0.18863815566624598,0.4343249424868965
4,-1,train,60,0.18863815566624598,0.4343249424868965,0.18863815566624598,0.4343249424868965
5,0,train,16,0.1846913350145838,0.4297572978025897,0.18608837760770197,0.4313796212243944
5,1,train,16,0.19647047557838454,0.4432499019496615,0.18608837760770197,0.4313796212243944
5,2,train,16,0.18285974945424216,0.427621034859421,0.18608837760770197,0.4313796212243944
5,3,train,12,0.18033195038359734,0.42465509579374805,0.18608837760770197,0.4313796212243944
5,-1,train,60,0.18608837760770197,0.4313796212243944,0.18608837760770197,0.4313796212243944
6,0,train,16,0.1806718332191449,0.4250550943338344,0.1826061148176601,0.4273243672172933
6,1,train,16,0.17413215389752995,0.41729144958593384,0.1826061148176601,0.4273243672172933
6,2,train,16,0.20923397970159102,0.45742100924814444,0.1826061148176601,0.4273243672172933
6,3,train,12,0.16638649245237458,0.40790500420119213,0.1826061148176601,0.4273243672172933
6,-1,train,60,0.1826061148176601,0.4273243672172933,0.1826061148176601,0.4273243672172933
7,0,train,16,0.17696294319858344,0.420669636649216,0.18131195047678486,0.4258074100773551
7,1,train,16,0.18078077177243285,0.4251832214145248,0.18131195047678486,0.4258074100773551
7,2,train,16,0.18034449823629153,0.42466986970621257,0.18131195047678486,0.4258074100773551
7,3,train,12,0.18715958869983165,0.43261945020980236,0.18131195047678486,0.4258074100773551
7,-1,train,60,0.18131195047678486,0.4258074100773551,0.18131195047678486,0.4258074100773551
8,0,train,16,0.18262897247995516,0.42735111147621363,0.17743320035839116,0.42122820460932003
8,1,train,16,0.18932634551440938,0.4351164735038302,0.17743320035839116,0.42122820460932003
8,2,train,16,0.17205025477694277,0.4147894101552531,0.17743320035839116,0.42122820460932003
8,3,train,12,0.16572722866225736,0.40709609266395247,0.17743320035839116,0.42122820460932003
8,-1,train,60,0.17743320035839116,0.42122820460932003,0.17743320035839116,0.42122820460932003
9,0,train,16,0.16449960075195832,0.4055855036264959,0.17662112500938243,0.4202631616135091
9,1,train,16,0.1823324095647251,0.4270039924458846,0.17662112500938243,0.4202631616135091
9,2,train,16,0.16721848682082102,0.408923570879475,0.17662112500938243,0.4202631616135091
9,3,train,12,0.19243400290002538,0.438673002246577,0.17662112500938243,0.4202631616135091
9,-1,train,60,0.17662112500938243,0.4202631616135091,0.17662112500938243,0.4202631616135091
10,0,train,16,0.17147712947124658,0.41409797086105915,0.1723481861198126,0.415148390482021
10,1,train,16,0.18014188120765087,0.4244312443819975,0.1723481861198126,0.415148390482021
10,2,train,16,0.17551446869371726,0.41894446970179383,0.1723481861198126,0.415148390482021
10,3,train,12,0.16225926510663566,0.402814181858876,0.1723481861198126,0.415148390482021
10,-1,train,60,0.1723481861198126,0.415148390482021,0.1723481861198126,0.415148390482021
11,0,train,16,0.17362834285553913,0.4166873442469055,0.1701771442450208,0.4125253255801646
11,1,train,16,0.16722308420662507,0.40892919216733,0.1701771442450208,0.4125253255801646
11,2,train,16,0.17463216155161104,0.41789013095742167,0.1701771442450208,0.4125253255801646
11,3,train,12,0.16522498836630806,0.40647876742372174,0.1701771442450208,0.4125253255801646
11,-1,train,60,0.1701771442450208,0.4125253255801646,0.1701771442450208,0.4125253255801646
12,0,train,16,0.16949200584212304,0.41169406826200816,0.1673406625928186,0.40907293065273653
12,1,train,16,0.1736318895651898,0.41669160006555184,0.1673406625928186,0.40907293065273653
12,2,train,16,0.1691880867913844,0.41132479476854344,0.1673406625928186,0.40907293065273653
12,3,train,12,0.15705066817257715,0.3962961874312913,0.1673406625928186,0.40907293065273653
12,-1,train,60,0.1673406625928186,0.40907293065273653,0.1673406625928186,0.40907293065273653
13,0,train,16,0.17595416877447187,0.41946891276287906,0.16591469886221394,0.40732628059359727
13,1,train,16,0.16167748771426863,0.40209139224095386,0.16591469886221394,0.40732628059359727
13,2,train,16,0.15475669736257397,0.39339127769000415,0.16591469886221394,0.40732628059359727
13,3,train,12,0.17127044159754132,0.4138483316355659,0.16591469886221394,0.40732628059359727
13,-1,train,60,0.16591469886221394,0.40732628059359727,0.16591469886221394,0.40732628059359727
14,0,train,16,0.16787739507872448,0.409728440651518,0.16288973032944015,0.40359599890167414
14,1,train,16,0.16582812762047822,0.40721999904287387,0.16288973032944015,0.40359599890167414
14,2,train,16,0.158298462385764,0.3978673929662545,0.16288973032944015,0.40359599890167414
14,3,train,12,0.15955493623279382,0.39944328287354364,0.16288973032944015,0.40359599890167414
14,-1,train,60,0.16288973032944015,0.40359599890167414,0.16288973032944015,0.40359599890167414
15,0,train,16,0.17410591511717666,0.4172600090077848,0.16015178888408155,0.4001896911266975
15,1,train,16,0.15593656629207028,0.39488804273119016,0.16015178888408155,0.4001896911266975
15,2,train,16,0.15863178632493885,0.39828606092222063,0.16015178888408155,0.4001896911266975
