Model,104_EXP_TIME_SEC,104_RMSE_TOTAL,104_TRAIN_TIME_SEC,104_VIOL,104_VIOL_NL,125_EXP_TIME_SEC,125_RMSE_TOTAL,125_TRAIN_TIME_SEC,125_VIOL,125_VIOL_NL
NN,0.00575,0.0956567523808966,14.568621198413894,94.89658737182616,106.65729904174805,0.0057,0.0873443530942802,15.776552619738505,44.43566102981568,42.25901017189026
KKThPINN,0.011550000000000001,0.045096530749342376,25.0771605479531,2.417596220970154,1.9528321623802185,0.0112199999999999,0.0385855041577402,28.514632466249168,0.6409413009881973,1.6392037361860274
