a,c,d,e,f,g,h,i
-11640.985384651969,-11639.985384648697,-19.30542017704886,22676.094477735198,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-23280.970769297393,-38.61084035409772,45352.188955470396
