batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
7,8,1.3275998569075488e-05,0.0036436243726645982,2.1903408312738814e-05,0.004680107724480155
-1,8,1.3275998569075488e-05,0.010385241640644255,2.1903408312738814e-05,0.013387446502586322
