Model,150_EXP_TIME_SEC,150_RMSE_TOTAL,150_TRAIN_TIME_SEC,150_VIOL,150_VIOL_NL
NN,0.0042,0.0676290575450583,11.348978294990957,38.48527908325195,79.45167350769043
KKThPINN,0.0059,0.06947473448625494,13.515392845030874,0.0,2.8550610542297363
