Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0709941590621204,4.531993987560273,108.78727725366753,14.434281701613218,0.006998
KKThPINN,0.059222503452315764,0.0007598112564301118,0.7691912574165811,31.64057933626231,0.015100000000000002
