model,repeats,training_time_sec_mean,training_time_sec_std,rmse_total_mean,rmse_total_std,violation_pl_mean,violation_pl_std,violation_original_nonlinear_mean,violation_original_nonlinear_std,violation_rxn_mean,violation_rxn_std,violation_mb_mean,violation_mb_std,prediction_time_sec_mean,prediction_time_sec_std,training_time_sec_ci95,rmse_total_ci95,violation_pl_ci95,violation_original_nonlinear_ci95,violation_rxn_ci95,violation_mb_ci95,prediction_time_sec_ci95
KKThPINN,50,27.10596402260475,0.2583452474672539,0.032669862553947826,0.0060124222469235475,4.9830858393855074e-14,1.505538917655281e-14,0.957343343885374,0.5494652713372483,1.9146866877707476,1.0989305426744966,5.300335334033983e-16,5.106388787957717e-17,0.0027762368973344564,5.3096829665316864e-05,0.07160964913759349,0.0016665584205253475,4.173140969816072e-15,0.15230400280051726,0.3046080056010345,1.415418758621224e-17,1.4717690299814217e-05
NN,50,7.590552848028019,0.06788671349303786,0.07407687288241749,0.02388070456159672,51.15160973194149,21.365446980585894,52.39601734797013,19.88879803130478,104.77141136575123,39.781978034616436,0.02062333018902033,0.012587890818212558,0.00036990541033446786,1.5094770389766e-05,0.018817236941650984,0.006619393588926882,5.922199757677141,5.512893551373424,11.027001723418293,0.003489185319690439,4.184056885198518e-06
PINN,50,9.714154738066718,0.08671466010185738,0.09110979802879889,0.025521965773309847,8.778979442715181,4.370739116684154,10.054934146081193,5.74120206722323,20.02100578965916,11.455612662835357,0.08886250250322686,0.05134356153251468,0.0003683869447559118,1.4935151380920701e-05,0.024036077481033483,0.007074327986467198,1.2115070731362292,1.5913800222471421,3.1753338274426466,0.014231709167724678,4.139812753242689e-06
