model,run,mu_rxn,mu_mb,training_time_sec,rmse_total,violation_pl,violation_original_nonlinear,violation_rxn,violation_mb,prediction_time_sec
PINN,3,3e-06,0.001,9.861134984064847,0.09134603497245951,7.107457568216775,6.798787289380875,13.518376650877444,0.07919792788430328,0.00035924091935157776
PINN,4,3e-06,0.001,9.854524424765259,0.11309283309844698,7.154640253256394,7.182714167484931,14.275045152959088,0.09038318201077473,0.0003492808900773525
PINN,5,3e-06,0.001,9.655228949151933,0.11442665143237682,16.505830731457728,19.718774457467102,39.31842531697235,0.11912359796184913,0.0003711688332259655
PINN,6,3e-06,0.001,9.655780424829572,0.1269777894232298,7.874849078516885,8.037214396962302,15.904544473380653,0.1698843205439482,0.000370886642485857
PINN,7,3e-06,0.001,9.651699871290475,0.08606068194895143,7.637918954507194,8.783322674296233,17.50743919055831,0.05920615803415741,0.00037010805681347847
PINN,8,3e-06,0.001,9.691962471231818,0.08892948816940865,7.010318359523982,7.726512122464813,15.386971887115081,0.0660523578145464,0.000387395266443491
PINN,9,3e-06,0.001,9.79312769882381,0.06609421717652161,6.368709048797509,7.9512262786997665,15.82709553331629,0.07535702408324346,0.0003512827679514885
PINN,10,3e-06,0.001,9.739679837599397,0.08867378568294852,12.052887957577376,14.738364752592082,29.427229191368095,0.049500313816067294,0.0003694719634950161
PINN,11,3e-06,0.001,9.842597879003733,0.07323574351164813,2.3651958787006446,1.1942447439914228,2.3470497350868853,0.04143975289596031,0.00036224210634827614
PINN,12,3e-06,0.001,9.746479388326406,0.0706972813660901,5.934450216585981,7.376435620415124,14.681830701059221,0.07104053977102534,0.0003584478981792927
PINN,13,3e-06,0.001,9.76638130005449,0.07864282119114255,11.322300400236301,13.941506358660185,27.794079577074985,0.08893314024538572,0.0003621545620262623
PINN,14,3e-06,0.001,9.622854882851243,0.09428368434605902,11.112711899517906,12.903773475819792,25.718936794593077,0.08861015704650752,0.00036005303263664246
PINN,15,3e-06,0.001,9.890987437218428,0.05995306534241439,3.527446476925234,4.152337166871209,8.254335139610388,0.05033919413202837,0.0003663357347249985
PINN,16,3e-06,0.001,9.624057826120406,0.07677098169257979,8.442443536658978,9.25455633895745,18.4375551154924,0.07155756242249957,0.00036789290606975555
PINN,17,3e-06,0.001,9.76115959463641,0.06198144745770833,3.9761238158039647,2.270673162991681,4.511498619321617,0.02984770666174518,0.0003736121580004692
PINN,18,3e-06,0.001,9.710424130782485,0.0444122825600146,2.472053230421843,2.82692610202339,5.598531455059515,0.055320748987265675,0.0003685345873236656
PINN,19,3e-06,0.001,9.65971707412973,0.11457980696998817,10.377188582225793,12.265358955153024,24.39921173333407,0.1315061769719792,0.00035726791247725487
PINN,20,3e-06,0.001,9.616135755553842,0.09927596420015493,16.105425472349584,19.68352113747811,39.26008306553502,0.10695920942119796,0.0003769225440919399
PINN,21,3e-06,0.001,9.843268408905715,0.051281876394535894,2.9741702140819517,2.714236605654331,5.39554113179776,0.03293207951090152,0.00035283342003822327
PINN,22,3e-06,0.001,9.718859155196697,0.06841520268886672,4.99127013707597,5.251288595503603,10.432560849598083,0.07001634140912205,0.000367090106010437
PINN,23,3e-06,0.001,9.558934893924743,0.06544852467901113,5.829647326544499,5.734514718373188,11.407149231138574,0.06188020560780366,0.0003710417076945305
PINN,24,3e-06,0.001,9.749406991992146,0.06841084290505625,5.022197551122592,5.2536544162370005,10.474470239910982,0.03283859256301987,0.0003528282977640629
PINN,25,3e-06,0.001,9.777327028103173,0.10840905157446168,14.018279480945674,16.562797475165173,33.054311663372864,0.07128328695747731,0.0003589852713048458
PINN,26,3e-06,0.001,9.647301092278212,0.07586706116569317,5.9496902921002865,6.310941277089534,12.543685736125287,0.07819681805378201,0.00036839116364717484
PINN,27,3e-06,0.001,9.695791084319353,0.08035644435440184,8.03580874103559,10.184071634947014,20.296300390037022,0.07184287985700555,0.0003727860748767853
PINN,28,3e-06,0.001,9.69413720490411,0.09584022870540719,7.264274834422833,6.30930340304744,12.564781056200317,0.053825749894560945,0.00035891076549887657
PINN,29,3e-06,0.001,9.722957802936435,0.10212853518590895,6.096130957423898,6.326249593651837,12.586938793628702,0.06556039367497135,0.00037764711305499077
PINN,30,3e-06,0.001,9.611911823041737,0.1155023182294157,17.415341191315136,21.612615359257283,43.08188809029825,0.14334262821632307,0.00038771750405430794
PINN,31,3e-06,0.001,9.839839660096914,0.06347291295204009,2.190347240942451,1.4503715309175316,2.8407451807590482,0.05999788107601473,0.00037466082721948624
PINN,32,3e-06,0.001,9.678468836005777,0.1005210609205157,11.25867403335681,12.976913953024367,25.84806413150618,0.10576377454255109,0.0003772280178964138
PINN,33,3e-06,0.001,9.679189626127481,0.12227456817723666,19.336887621536096,22.49306101297803,44.90850382501526,0.07761820094079713,0.00036066165193915367
PINN,34,3e-06,0.001,9.635063434951007,0.0907360740888289,10.142159446968687,12.795781163564444,25.501182323897993,0.09038000323089643,0.00037346500903367996
PINN,35,3e-06,0.001,9.715180082246661,0.12295155947317325,13.964278328429957,17.323081105210765,34.46517705448343,0.1809851559380958,0.0003642840310931206
PINN,36,3e-06,0.001,9.838924622628838,0.054056877293221825,1.7606149678452634,1.9404362916715545,3.834021398720491,0.04685118462261733,0.00035947002470493317
