model,repeats,final_train_violation_mean,final_train_violation_std,inference_violation_mean,inference_violation_std,final_train_violation_ci95,inference_violation_ci95
KKThPINN,50,0.3875890831984089,0.21990757360077975,0.957343343885374,0.5494652713372483,0.06095526951873733,0.15230400280051726
NN,50,28.446958894563913,11.566814701210152,52.39601734797013,19.88879803130478,3.2061574598859477,5.512893551373424
PINN,50,6.584299717777419,3.454543774709406,10.054934146081193,5.74120206722323,0.9575506809690951,1.5913800222471421
