model,repeats,final_train_violation_rxn_mean,final_train_violation_rxn_std,inference_violation_rxn_mean,inference_violation_rxn_std,final_train_violation_rxn_ci95,inference_violation_rxn_ci95
KKThPINN,50,0.7674377912383573,0.4404556177884499,1.9146866877707476,1.0989305426744966,0.12208806842676982,0.3046080056010345
NN,50,56.01475729626227,21.449005258429303,104.77141136575123,39.781978034616436,5.9453609306329795,11.027001723418293
PINN,50,12.770666050405085,6.768495889902818,20.02100578965916,11.455612662835357,1.8761313421359547,3.1753338274426466
