Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC,nseg_2_RMSE_TOTAL,nseg_2_VIOL,nseg_2_VIOL_NL,nseg_2_TRAIN_TIME_SEC,nseg_2_EXP_TIME_SEC
NN,0.0028461813651711,0.0930510604381561,0.013411175776273,2.5456769539252857,0.003432,0.002401304049773,0.0251758006215095,0.0112993869651108,2.5407149049662987,0.003592
KKThPINN,0.0226491837800942,2.619028106209953e-07,0.0915430103242397,2.521002267699223,0.004044,0.005792811026984101,2.6770432668854484e-07,0.02288390900939703,2.544894791294355,0.004377999999999999
