Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0765747604081071,4.525804543495179,105.25800064722696,14.781931277178227,0.007332
KKThPINN,0.06574323632794314,0.00041745181137230246,1.5706872059591115,31.984441321874037,0.015406000000000001
