model,archive_set,num_runs,reaction_mean_across_runs_mean,reaction_mean_across_runs_std,mass_balance_mean_across_runs_mean,mass_balance_mean_across_runs_std,reaction_max_across_runs_mean,reaction_max_across_runs_std,mass_balance_max_across_runs_mean,mass_balance_max_across_runs_std,combined_mean_across_runs_mean,combined_mean_across_runs_std
KKThPINN,1,50,6.820555182965146e-05,7.01129360011739e-05,2.402522625288839e-16,5.75109902641897e-17,0.00044018133600682853,0.0004296266863165182,7.01660951563099e-16,1.9221776434088658e-16,3.410277591494586e-05,3.5056468000592094e-05
