nC_regions,num_regions,linearization_mean_abs_error,linearization_rmse_error,linearization_max_abs_error,mean_abs_nonlinear_residual_on_data,mean_abs_linearized_residual_on_data,linearization_mean_abs_error_region_average,linearization_rmse_error_region_average,projection_check_output_MAE_scaled,projection_check_PL_violation,projection_check_original_nonlinear_violation,n_output_values,n_constraint_values,n_data_points
1,1,0.21067423149185394,0.2900035535324512,0.7847764323558295,4.75175454539567e-16,0.21067423149185377,0.2106742314918539,0.2900035535324513,0.018144824836430196,2.2278475360811476e-16,0.10356240813229305,450.0,300.0,300.0
2,2,0.05366592362904325,0.07627125795533701,0.2345692892671707,4.75175454539567e-16,0.05366592362904312,0.05388849296203685,0.07309487231679951,0.004388926291112584,2.5831189039611975e-16,0.02706854821066594,450.0,300.0,300.0
3,3,0.02415679908218534,0.03456729943604987,0.1107273437832247,4.75175454539567e-16,0.024156799082185217,0.024156799082185366,0.032638720317892,0.0019455789345937998,2.4794980883295163e-16,0.012169758087846299,450.0,300.0,300.0
5,5,0.008808621770440943,0.01253797882502028,0.0418163619569585,4.75175454539567e-16,0.008808621770440811,0.00880074484515124,0.01170821092777942,0.0006999402874655749,2.649732285438707e-16,0.00441755518969586,450.0,300.0,300.0
11,11,0.0018206354265155667,0.002576822852103566,0.0089804596292009,4.75175454539567e-16,0.0018206354265154568,0.0018171490658209,0.002399166793607155,0.0001440995930131257,2.7237471537470505e-16,0.0009117051159710355,450.0,300.0,300.0
30,30,0.00023784992856696417,0.00033118000997013657,0.0012319560598942,4.75175454539567e-16,0.00023784992856686453,0.00023347438672130164,0.00029863314324272,1.878690732921209e-05,2.4794980883295163e-16,0.0001190320217797917,450.0,300.0,300.0
55,55,4.776074842926755e-05,8.56767004687408e-05,0.0003684686586378,4.75175454539567e-16,4.7760748429235176e-05,4.187828049986621e-05,5.977456668159121e-05,3.762999196078032e-06,2.9087843245179103e-16,2.3930294401730556e-05,450.0,300.0,300.0
90,90,1.2161230156058399e-05,2.8090896189525775e-05,0.0001379451304924,4.75175454539567e-16,1.2161230156162315e-05,9.369309717511003e-06,1.3356881098763786e-05,9.588987295682744e-07,2.6941412064237133e-16,6.137889085082726e-06,450.0,300.0,300.0
