region_id,C_low,C_high,Caoss,Cass,Cbss,Ccss,fss,aCao,aCa,aCb,aCc
0,0.5,0.5909090909090909,0.5454545454545454,0.2178769030987616,1.3448447152875231,0.9827329270687152,-4.5341508325691393e-13,1.0,-7.6848950278248,-2.166025875918895,1.1487419956649154
1,0.5909090909090909,0.6818181818181819,0.6363636363636365,0.2716943762490681,1.2706614797701363,1.0940077803447952,-3.630429290524262e-13,1.0,-6.967742002487316,-2.552059642627191,1.1487419956649154
2,0.6818181818181819,0.7727272727272727,0.7272727272727273,0.3296142219378664,1.204682989329733,1.1929755160054003,-2.728928194528635e-13,1.0,-6.364087659736508,-2.9353441461878558,1.1487419956649154
3,0.7727272727272727,0.8636363636363636,0.8181818181818181,0.3911601890478116,1.1459567417316232,1.2810648874025652,-1.8185453143360064e-13,1.0,-5.853854552752532,-3.313623621771774,1.1487419956649154
4,0.8636363636363636,0.9545454545454546,0.9090909090909092,0.4558775320863917,1.0935732459907834,1.3596401310138249,-9.08162434143378e-14,1.0,-5.420242176158978,-3.685329907034905,1.1487419956649154
5,0.9545454545454546,1.0454545454545454,1.0,0.5233512181912394,1.0467024363824786,1.4299463454262822,0.0,1.0,-5.049456897553422,-4.049456897553423,1.1487419956649154
6,1.0454545454545454,1.1363636363636362,1.0909090909090908,0.5932135052958193,1.0046088287736388,1.4930867568395418,9.037215420448774e-14,1.0,-4.730304564226663,-4.405430219177382,1.1487419956649154
7,1.1363636363636362,1.2272727272727273,1.1818181818181817,0.6651447061856647,0.9666530487353292,1.550020426897006,1.8207657603852567e-13,1.0,-4.453755269768538,-4.752991856080877,1.1487419956649154
8,1.2272727272727273,1.3181818181818183,1.272727272727273,0.7388701639576808,0.9322857824613616,1.6015713263079576,2.731148640577885e-13,1.0,-4.212539179600681,-5.092106723080706,1.1487419956649154
9,1.3181818181818183,1.4090909090909092,1.3636363636363638,0.8141554864867054,0.9010382457014108,1.648442631447884,3.630429290524262e-13,1.0,-4.000797999753768,-5.422891130300523,1.1487419956649154
10,1.4090909090909092,1.5,1.4545454545454546,0.8908012759885074,0.8725116428870151,1.6912325356694775,4.5363712786183896e-13,1.0,-3.813797065943159,-5.745560044152821,1.1487419956649154
