model,archive_set,num_runs,reaction_mean_across_runs_mean,reaction_mean_across_runs_std,mass_balance_mean_across_runs_mean,mass_balance_mean_across_runs_std,reaction_max_across_runs_mean,reaction_max_across_runs_std,mass_balance_max_across_runs_mean,mass_balance_max_across_runs_std,combined_mean_across_runs_mean,combined_mean_across_runs_std
KKThPINN,2,50,6.749210134179758e-05,5.742563860749027e-05,2.1109040441539643e-16,3.614361374083878e-17,0.0006427930810625738,0.0005024513153188907,7.860379014346108e-16,1.8061286873061834e-16,3.374605067100434e-05,2.8712819303743832e-05
