region_id,C_low,C_high,n_points,mean_abs_linearization_error,rmse_linearization_error,max_abs_linearization_error,mean_abs_nonlinear_residual,mean_abs_linearized_residual
0,0.5,0.5111111111111111,3,6.454792076382558e-05,8.588984536570116e-05,0.0001379451304924905,5.921189464667501e-16,6.454792076404763e-05
1,0.5111111111111111,0.5222222222222223,1,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,4.440892098500626e-16,1.1102230246251565e-16
2,0.5222222222222223,0.5333333333333333,2,5.561094727370001e-07,7.864575584303118e-07,1.1122189453629779e-06,1.1102230246251565e-16,5.561094728480224e-07
3,0.5333333333333333,0.5444444444444444,1,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,1.1102230246251565e-16
4,0.5444444444444444,0.5555555555555556,2,4.404446120709728e-05,6.228827438633563e-05,8.808892241397252e-05,5.551115123125783e-16,4.404446120654217e-05
5,0.5555555555555556,0.5666666666666667,2,1.339339761225692e-05,1.894112454943066e-05,2.6786795224402818e-05,3.3306690738754696e-16,1.3393397611923853e-05
6,0.5666666666666667,0.5777777777777777,1,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,4.440892098500626e-16,3.3306690738754696e-16
7,0.5777777777777777,0.5888888888888889,2,4.709461973036091e-06,6.660184993590986e-06,9.418923945850137e-06,5.551115123125783e-16,4.7094619729250685e-06
8,0.5888888888888889,0.6,1,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,6.661338147750939e-16,3.3306690738754696e-16
9,0.6,0.6111111111111112,2,6.180965370111268e-05,8.741205054946241e-05,0.0001236193074018923,2.220446049250313e-16,6.180965370089064e-05
10,0.6111111111111112,0.6222222222222222,2,4.524395616408447e-06,6.398461642109196e-06,9.04879123259485e-06,1.1102230246251565e-16,4.524395616297425e-06
11,0.6222222222222222,0.6333333333333333,1,2.2204460492505655e-16,2.2204460492505655e-16,2.2204460492505655e-16,6.661338147750939e-16,4.4408920985003737e-16
12,0.6333333333333333,0.6444444444444445,2,1.2258324556252117e-05,1.733588883918738e-05,2.4516649112171166e-05,3.3306690738754696e-16,1.225832455591905e-05
13,0.6444444444444445,0.6555555555555556,2,3.906284934994224e-05,5.5243211335468344e-05,7.812569869966243e-05,2.220446049250313e-16,3.9062849349720194e-05
14,0.6555555555555556,0.6666666666666667,1,2.524354896707238e-29,2.524354896707238e-29,2.524354896707238e-29,4.440892098500626e-16,4.440892098500879e-16
15,0.6666666666666667,0.6777777777777778,3,3.83340843954807e-05,6.585605563496736e-05,0.00011406216031967144,5.181040781584064e-16,3.833408439570274e-05
16,0.6777777777777778,0.6888888888888889,1,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,6.661338147750939e-16,7.771561172376096e-16
17,0.6888888888888889,0.7,2,2.244140034180159e-05,3.1736932721941514e-05,4.488280068349216e-05,1.1102230246251565e-16,2.2441400341912613e-05
18,0.7,0.7111111111111111,2,2.205517602610861e-05,3.1190729056334723e-05,4.411035205177313e-05,2.220446049250313e-16,2.2055176025886566e-05
19,0.7111111111111111,0.7222222222222222,1,2.220446049250818e-16,2.220446049250818e-16,2.220446049250818e-16,2.220446049250313e-16,4.440892098501131e-16
20,0.7222222222222222,0.7333333333333334,2,4.3832855433126837e-07,6.198901862321671e-07,8.766571085515144e-07,3.3306690738754696e-16,4.38328554553313e-07
21,0.7333333333333334,0.7444444444444445,1,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16
22,0.7444444444444445,0.7555555555555555,2,3.4567404952781915e-05,4.888569290026708e-05,6.913480990556383e-05,8.881784197001252e-16,3.4567404953670094e-05
23,0.7555555555555555,0.7666666666666666,2,1.0479590668997308e-05,1.4820379252214528e-05,2.0959181337994615e-05,5.551115123125783e-16,1.047959066866424e-05
24,0.7666666666666666,0.7777777777777778,1,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,1.1102230246251565e-15,5.551115123125783e-16
25,0.7777777777777778,0.788888888888889,2,3.6717546838299815e-06,5.192645271500791e-06,7.343509367548941e-06,7.771561172376096e-16,3.6717546830528254e-06
26,0.788888888888889,0.8,1,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16
27,0.8,0.8111111111111111,2,4.803735565487178e-05,6.793507986758106e-05,9.607471130963254e-05,1.1102230246251565e-16,4.803735565487178e-05
28,0.8111111111111111,0.8222222222222222,2,3.5083095901133595e-06,4.961499003263402e-06,7.016619180115697e-06,6.661338147750939e-16,3.508309590668471e-06
29,0.8222222222222222,0.8333333333333334,1,2.2204460492505655e-16,2.2204460492505655e-16,2.2204460492505655e-16,6.661338147750939e-16,4.4408920985003737e-16
30,0.8333333333333334,0.8444444444444444,2,9.481232216055615e-06,1.3408487187876061e-05,1.8962464432000208e-05,4.440892098500626e-16,9.481232216499704e-06
31,0.8444444444444444,0.8555555555555556,2,3.0158094768233806e-05,4.264998663649083e-05,6.031618953635659e-05,2.220446049250313e-16,3.015809476845585e-05
32,0.8555555555555556,0.8666666666666667,1,5.551115123125656e-16,5.551115123125656e-16,5.551115123125656e-16,8.881784197001252e-16,3.330669073875596e-16
