model,num_runs,reaction_mean_across_runs_mean,reaction_mean_across_runs_std,mass_balance_mean_across_runs_mean,mass_balance_mean_across_runs_std,reaction_max_across_runs_mean,reaction_max_across_runs_std,mass_balance_max_across_runs_mean,mass_balance_max_across_runs_std,combined_mean_across_runs_mean,combined_mean_across_runs_std
KKThPINN,100,6.784882658572451e-05,6.376056741371115e-05,2.2567133347214015e-16,4.998385751249373e-17,0.0005414872085347011,0.0004761066031639176,7.438494264988549e-16,1.9034397169300252e-16,3.392441329297509e-05,3.188028370685783e-05
