Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0708408118697492,3.656533837318421,85.44967861175537,14.406373915914449,0.00621
KKThPINN,0.05444454533957218,8.043670504775946e-07,0.7619249095519385,31.38549098407384,0.018569999999999996
