NN_Experiment_RMSE,NN_Experiment_VIOL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_VIOL
0.04242977140039143,3114.6369024605874,0.07435237665382323,3.3426153710016035e-12
0.10278114856714095,16204.47066142195,0.0402117763470359,4.6325156012803706e-12
0.09676513273604487,16733.280307703888,0.06038575416943586,2.6747582323619462e-12
0.03346634789674868,3998.8226220963675,0.06273939059965875,4.6490703152292565e-12
0.09600175836227873,15129.238585971325,0.06952623153585086,3.923725431866286e-12
0.07048390650000737,11614.91814470403,0.07651647332067653,3.92680233567739e-12
0.0982055914399305,16448.398911287313,0.08880910688295246,4.013856707325252e-12
0.04009614005783661,5469.284452576724,0.08738028968199284,5.5085410439430815e-12
0.07376348414324295,9609.599038746728,0.042690828360147016,5.025150434656567e-12
0.044595329137025026,2086.517339551791,0.06340263672410035,3.0604963008329378e-12
0.047025610441079134,8066.536807057233,0.05233700831717599,3.084805724354719e-12
0.06754757756329646,9263.011408538305,0.07716086675297996,3.974160782206836e-12
0.08024657854629845,12352.133025375748,0.0721318921658973,2.471192893173578e-12
0.06766287341496449,11107.592744506439,0.06769484113858414,3.5884023926894114e-12
0.05470072060866602,6774.9323230660975,0.05038314847895633,2.680455064257054e-12
0.058455921969244706,8984.114423483225,0.06915015741075577,2.1220763241862935e-12
0.07167851224738979,13248.493032902297,0.08188226587759864,3.914456060881224e-12
0.08863580202037422,15821.360643988006,0.06820158037571109,4.043023356579768e-12
0.07010938406837253,8959.953334629854,0.07494096464124936,5.45918865668682e-12
0.054365577507804276,3768.757499405122,0.07684948534820533,3.657997516004485e-12
0.0793309273846391,12231.952661170726,0.053750519658553327,5.2101448155816854e-12
0.058373350793234455,4194.429183779316,0.0797847053261169,2.1386176559826503e-12
0.08477720653082271,8300.412860157754,0.04730025607891047,5.953526362377306e-12
0.06814358538182572,12181.35152299804,0.10618010345481904,2.8040422166737093e-12
0.03898509230915764,3684.300548565741,0.071454216688586,4.454559241314929e-12
0.05025334421253223,7345.521090240551,0.0930745027787677,3.292271217552362e-12
0.07991159736809211,9894.984751686254,0.04650924292157293,4.1799381416447135e-12
0.048042729678758465,7905.805660866445,0.040026440379485294,4.539392175642984e-12
0.053566896602857204,6844.028569620684,0.04308601041595157,3.5714011113542807e-12
0.07867112642613706,14629.29317208896,0.06442612304993643,2.759958432431629e-12
0.08880622595189074,16224.372360163245,0.05722648515227469,4.385174267358088e-12
0.08554823326862739,14600.233894536985,0.053337805987990046,4.646092042838644e-12
0.039212065528543394,2448.765966823088,0.08884461914725364,2.595947266671926e-12
0.04266565220387957,4124.467213008862,0.0810828287585695,2.5325361847310697e-12
0.058887748308855487,2108.893899251074,0.05564654570188756,2.9422178978880503e-12
0.05327475127516447,211.66247210488424,0.10424939720249794,4.4283619430160065e-12
0.08379996285689105,9155.639030774628,0.0683957197293979,3.425014240475223e-12
0.057775506428804954,764.0203832984635,0.07485327250629369,5.308609702619244e-12
0.042294684394817365,6690.405707038995,0.06787273001495503,2.7414082908500907e-12
0.09303319966039734,854.5425109886917,0.04651323814559655,2.7510553359176373e-12
0.024654842364962314,300.4096301507837,0.06219499670575979,4.936181423926505e-12
0.057533435730056044,3247.968019107415,0.06155887404211568,3.949709606995303e-12
0.09901715858259766,14644.854647713953,0.05276814169036625,4.834468143271359e-12
0.06539271870222725,4948.062423881891,0.05603857767573788,4.3465697311237e-12
0.07080914309674699,13465.092736908837,0.05087439208400625,1.8598456108520622e-12
0.07992947858917421,9933.150628034839,0.07196758262589606,4.406149056723763e-12
0.09369567325307283,7076.5781448656435,0.07942195316008951,4.111703041534806e-12
0.08622380878523991,13743.925548019955,0.04909669611647135,4.749247622155244e-12
0.07669856218061304,12966.780792207821,0.04852142202681225,2.7432480890051837e-12
0.04837712970792306,4161.704624761832,0.045914364740417685,3.195273410940201e-12
