Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC
NN,0.0141395405827801,0.1252277749900653,0.1251589540269207,10.073629253078252,0.00485
KKThPINN,0.012480051087234247,4.440892098500626e-16,0.0016541240866066824,17.074613223783672,0.0125
