prediction_type,rmse_ca,rmse_cb,rmse_cc,rmse_overall,g1_mean_abs,g2_mean_abs,overall_mean_abs_violation,g1_max_abs,g2_max_abs,overall_max_abs_violation
raw_mlp,0.002828056784421786,0.007481389609561741,0.010500342776306237,0.007620723808272173,0.04211478619347064,0.00931920141397858,0.025716993803724608,0.10799710110248828,0.019591644423274435,0.10799710110248828
kkt_projected,0.0028886336161907376,0.0044162686592183805,0.0019168768886394043,0.0032415042827459795,6.930541469607476e-07,2.2056052476626675e-07,4.568073358635072e-07,9.385834975894625e-07,7.825289565221993e-07,9.385834975894625e-07
