a,c,d,e,f,g,h,i
-1.540651775038448,-0.5406517750384481,-0.028575087932979467,11.082538055208186,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-2.081303550076896,-0.057150175865958934,22.165076110416372
