Model,150_EXP_TIME_SEC,150_RMSE_TOTAL,150_TRAIN_TIME_SEC,150_VIOL,150_VIOL_NL
NN,0.004136,0.0854544856520517,10.833579849917442,5.521747694015503,90.81655906200407
KKThPINN,0.004738,0.12372822304110447,11.550273007159122,4.019056120796449e-08,103.00977981567382
