Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC,ninner_1_RMSE_TOTAL,ninner_1_VIOL,ninner_1_VIOL_NL,ninner_1_TRAIN_TIME_SEC,ninner_1_EXP_TIME_SEC,ninner_2_RMSE_TOTAL,ninner_2_VIOL,ninner_2_VIOL_NL,ninner_2_TRAIN_TIME_SEC,ninner_2_EXP_TIME_SEC,ninner_5_RMSE_TOTAL,ninner_5_VIOL,ninner_5_VIOL_NL,ninner_5_TRAIN_TIME_SEC,ninner_5_EXP_TIME_SEC
NN,0.0028186504318585,0.0135450148815289,0.0134757133619859,7.011912887196522,0.004442,0.0028155815977451,0.0135035514365881,0.0134523243550211,7.009012164387387,0.004512,0.0023329236034244,0.0108408533362671,0.0107992390030995,7.025101907979697,0.00448,0.0022174056710993,0.0104994000634178,0.0104726823046803,7.133516644083429,0.004454
KKThPINN,0.0017397108025466,2.685189247131348e-07,0.0002586411443917,7.249905311476905,0.010974,0.0014483839450011,2.817975160951392e-07,0.0001404478812037,7.240757902443875,0.0110979999999999,0.0011725935108871,3.091990947723389e-07,0.0001340523859107,7.277325030423235,0.0110719999999999,0.0008117076651936787,3.382989325473318e-07,0.00013093312591081486,7.810342396886553,0.011421999999999998
