region_id,C_low,C_high,Caoss,Cass,Cbss,Ccss,fss,aCao,aCa,aCb,aCc
0,0.5,0.5111111111111111,0.5055555555555555,0.1956732961895481,1.3802354812670965,0.929646778099355,-4.434230760352875e-13,1.0,-8.041362216176324,-1.9964804168617603,1.1487419956649154
1,0.5111111111111111,0.5222222222222223,0.5166666666666666,0.2017659451646647,1.3701985569953294,0.9447021645070056,-3.33288951992472e-13,1.0,-7.939326505889861,-2.0436742749713033,1.1487419956649154
2,0.5222222222222223,0.5333333333333333,0.5277777777777778,0.207928977931707,1.360302400307414,0.9595463995388788,-2.2182256032010628e-13,1.0,-7.839450950664295,-2.090888092918581,1.1487419956649154
3,0.5333333333333333,0.5444444444444444,0.5388888888888889,0.2141616033598492,1.3505454289416985,0.9741818565874524,-1.1124434706744069e-13,1.0,-7.741688859977304,-2.138115260198776,1.1487419956649154
4,0.5444444444444444,0.5555555555555556,0.55,0.2204630151958704,1.3409260303917407,0.9886109544123888,-2.220446049250313e-16,1.0,-7.645994132894629,-2.185349336657994,1.1487419956649154
5,0.5555555555555556,0.5666666666666667,0.5611111111111111,0.2268323936324467,1.3314425650428934,1.0028361524356602,1.1124434706744069e-13,1.0,-7.55232128335579,-2.2325840551815874,1.1487419956649154
6,0.5666666666666667,0.5777777777777777,0.5722222222222222,0.2332689068355066,1.3220933692270134,1.01685994615948,2.2248869413488137e-13,1.0,-7.460625463093471,-2.279813323820821,1.1487419956649154
7,0.5777777777777777,0.5888888888888889,0.5833333333333333,0.2397717124272943,1.3128767581885885,1.0306848627171177,3.3373304120232206e-13,1.0,-7.37086248223791,-2.327031227382823,1.1487419956649154
8,0.5888888888888889,0.6,0.5944444444444444,0.2463399589222531,1.3037910289565064,1.0443134565652403,4.447553436648377e-13,1.0,-7.282988827666037,-2.3742320285099288,1.1487419956649154
9,0.6,0.6111111111111112,0.6055555555555556,0.2529727871138988,1.2948344631157978,1.0577483053263033,-4.445332990599127e-13,1.0,-7.19696167915482,-2.4214101682797495,1.1487419956649154
10,0.6111111111111112,0.6222222222222222,0.6166666666666667,0.2596693314070854,1.2860053294801708,1.0709920057797435,-3.33288951992472e-13,1.0,-7.112738923458393,-2.4685602663281694,1.1487419956649154
11,0.6222222222222222,0.6333333333333333,0.6277777777777778,0.2664287211030501,1.2773018866501,1.08404717002485,-2.2182256032010628e-13,1.0,-7.030279166271938,-2.515677120587104,1.1487419956649154
12,0.6333333333333333,0.6444444444444445,0.6388888888888888,0.2732500816240967,1.2687223854701934,1.09691642179471,-1.1102230246251565e-13,1.0,-6.949541742320243,-2.562755706580335,1.1487419956649154
13,0.6444444444444445,0.6555555555555556,0.65,0.2801325356860265,1.2602650713720531,1.1096023929419203,0.0,1.0,-6.87048672354081,-2.6097911763693564,1.1487419956649154
14,0.6555555555555556,0.6666666666666667,0.6611111111111112,0.2870752044142509,1.2519281866065015,1.1221077200902474,1.1168843627729075e-13,1.0,-6.793074925497367,-2.656778857151727,1.1487419956649154
15,0.6666666666666667,0.6777777777777778,0.6722222222222223,0.2940772084039989,1.2437099723639975,1.1344350414540032,2.227107387398064e-13,1.0,-6.71726791210665,-2.70371424954372,1.1487419956649154
16,0.6777777777777778,0.6888888888888889,0.6833333333333333,0.3011376687247258,1.2356086707834515,1.1465869938248223,3.341771304121721e-13,1.0,-6.643027998770276,-2.750593025574283,1.1487419956649154
17,0.6888888888888889,0.7,0.6944444444444444,0.308255707869088,1.2276225268501757,1.158566209724736,4.447553436648377e-13,1.0,-6.570318254003794,-2.797411026416595,1.1487419956649154
18,0.7,0.7111111111111111,0.7055555555555555,0.3154304506477332,1.2197497901834666,1.1703753147248004,-4.4497738826976274e-13,1.0,-6.499102499648453,-2.844164259886912,1.1487419956649154
19,0.7111111111111111,0.7222222222222222,0.7166666666666667,0.3226610250268342,1.2119887167196683,1.1820169249204973,-3.3373304120232206e-13,1.0,-6.429345309794862,-2.890848897710065,1.1487419956649154
20,0.7222222222222222,0.7333333333333334,0.7277777777777779,0.329946562919058,1.2043375702821162,1.1934936445768258,-2.2160051571518125e-13,1.0,-6.361012008412552,-2.93746127263831,1.1487419956649154
21,0.7333333333333334,0.7444444444444445,0.7388888888888889,0.3372862009162178,1.1967946240544358,1.204808063918346,-1.1124434706744069e-13,1.0,-6.294068665901558,-2.9839978753619603,1.1487419956649154
22,0.7444444444444445,0.7555555555555555,0.75,0.3446790809745761,1.189358161949153,1.2159627570762712,-6.661338147750939e-16,1.0,-6.228482094555548,-3.0304553512964048,1.1487419956649154
23,0.7555555555555555,0.7666666666666666,0.7611111111111111,0.3521243510503559,1.182026479878712,1.2269602801819326,1.1080025785759062e-13,1.0,-6.164219843058717,-3.0768304972406586,1.1487419956649154
