nC_regions,num_regions,NN_RMSE_mean,NN_RMSE_ci95,KKThPINN_RMSE_mean,KKThPINN_RMSE_ci95,NN_Experiment_Time_sec_mean,NN_Experiment_Time_sec_ci95,KKThPINN_Experiment_Time_sec_mean,KKThPINN_Experiment_Time_sec_ci95,NN_Prediction_Time_sec_mean,NN_Prediction_Time_sec_ci95,KKThPINN_Prediction_Time_sec_mean,KKThPINN_Prediction_Time_sec_ci95,NN_Original_Nonlinear_Violation_mean,NN_Original_Nonlinear_Violation_ci95,KKThPINN_Original_Nonlinear_Violation_mean,KKThPINN_Original_Nonlinear_Violation_ci95,linearization_mean_abs_error,linearization_rmse_error,linearization_max_abs_error,projection_check_output_MAE_scaled,projection_check_PL_violation,projection_check_original_nonlinear_violation,n_output_values,n_constraint_values,n_data_points,NN_RMSE_pooled_mean,NN_RMSE_pooled_ci95,NN_Experiment_Time_sec_pooled_mean,NN_Experiment_Time_sec_pooled_ci95,NN_Prediction_Time_sec_pooled_mean,NN_Prediction_Time_sec_pooled_ci95,NN_Original_Nonlinear_Violation_pooled_mean,NN_Original_Nonlinear_Violation_pooled_ci95
700,700,0.002228677556473444,0.0006642005776495201,0.0006429453384274601,0.00010985909099945472,0.00943,0.00044219043186034346,0.014209999999999999,0.00016484117596144788,0.000807651747018048,6.0965301896800375e-05,0.0015401308983563858,1.6942412470538893e-05,0.010792610981068984,0.0032763870981291753,2.681689439204888e-06,9.302521421684257e-07,4.1895169231429846e-09,8.980299705644006e-08,2.287977906518905e-06,1.1721153194545307e-08,3.4856574733245653e-16,7.418495771718801e-08,2106.0,1404.0,1404.0,0.002228677556473444,0.0006642005776495201,0.00943,0.00044219043186034346,0.000807651747018048,6.0965301896800375e-05,0.010792610981068984,0.0032763870981291753
