NN_Experiment_RMSE,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,NN_Experiment_Time_sec,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL,KKThPINN_Experiment_Time_sec,NN_Prediction_Time_sec,KKThPINN_Prediction_Time_sec
0.010224579001764959,0.055819322147671546,0.05567606204743711,0.0041,0.00520465479585878,7.925208108819756e-16,0.00011141347227179774,0.0068,0.0003156159073114395,0.0006174319423735142
