Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC,ninner_1_RMSE_TOTAL,ninner_1_VIOL,ninner_1_VIOL_NL,ninner_1_TRAIN_TIME_SEC,ninner_1_EXP_TIME_SEC,ninner_2_RMSE_TOTAL,ninner_2_VIOL,ninner_2_VIOL_NL,ninner_2_TRAIN_TIME_SEC,ninner_2_EXP_TIME_SEC
NN,0.0198823523787029,0.0716270476054446,0.1294965625442874,12.411803365703673,0.004722,0.0158734084706284,0.0626686011749241,0.1195339373992848,13.363483085106129,0.005434,0.0125313700970869,0.0518664114384707,0.0977148839990205,14.6142916114768,0.005616
KKThPINN,0.0079567633991061,8.052817671947807e-16,0.000284114946549,19.47836745997891,0.011844,0.0071629283078513,5.000166947155549e-16,0.0002176896886606,22.50148968169931,0.012786,0.0055096674337034475,5.941080960525369e-16,0.00017577860289618192,25.61600378608331,0.012996
