Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC,ninner_1_RMSE_TOTAL,ninner_1_VIOL,ninner_1_VIOL_NL,ninner_1_TRAIN_TIME_SEC,ninner_1_EXP_TIME_SEC
NN,0.0141395405827801,0.1252277749900653,0.1251589540269207,10.073629253078252,0.00485,0.0145328961915722,0.1108505655267216,0.1106162951731012,10.727704387158155,0.0062
KKThPINN,0.0124800510872342,4.440892098500626e-16,0.0016541240866066,17.074613223783672,0.0125,0.008151287815089078,8.326672684688674e-16,0.0001382086741775375,19.903233041986823,0.0143
