Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0718345172910394,47.14971015453339,49.71322739178935,23.45192567483522,0.008036
KKThPINN,0.03251012101307897,0.00013131976818840486,1.0160802477536102,49.92645713097416,0.01822
