a,c,d,e,f,g,h,i
-20162.92927322244,-20161.929273236914,-31.27614442856992,38224.58737211522,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-40324.85854647383,-62.55228885713984,76449.17474423043
