NN_Experiment_Error,KKThPINN_Experiment_Error
0.057214446705622736,0.018270986259425383
0.06757934560941303,0.02251873277347024
0.055871910075915916,0.014476106148195401
0.06175030968263613,0.026945164833607115
0.05416924059961935,0.028809903001938118
0.05189847052198557,0.024644846887044068
0.055837213431602487,0.022901179121144068
0.06133416747436462,0.024089231808759562
0.060462964656599796,0.029806892288784845
0.05660544116589655,0.028071847872929045
0.05649552174613381,0.02050890877041516
0.0550213293520441,0.029907544776624915
0.05334389509168468,0.02259173353550236
0.05156196346509549,0.021327939320898336
0.06913187327195809,0.02268897659799276
0.05259202136903702,0.017696077591311574
0.06529662137736522,0.019444420897860665
0.06009372792253471,0.028804751519811538
0.05004405254747431,0.07659206889847292
0.05036594827188703,0.029251210068722756
0.059451921650717734,0.025611191082150448
0.054804627550354715,0.02941489587511312
0.055465794790149806,0.027016858105361
0.05789858789351087,0.024576750154155953
0.06159744844323576,0.03271172280868786
0.05234437459957339,0.019967086063377805
0.07651727566877267,0.022557492920822146
0.058827886087000854,0.02241404837695648
0.05638888956099079,0.03052263122685623
0.05406135130293101,0.030584696394975016
0.06651412392433113,0.0927148985636557
0.05539029333488802,0.024332043443754225
0.06330504720544008,0.0225566142728881
0.06568014192543083,0.02206162151291905
0.05839609345544762,0.023364297972418412
0.11808079946547387,0.030895727473688482
0.05882577454796809,0.023729553617092322
0.06702717279047472,0.03354111785919739
0.06126944778139985,0.02216398202236424
0.05551415888339805,0.030491620468335326
0.06174458954215033,0.02002595371060946
0.07013388304792596,0.021268499684780482
0.06383284934756706,0.02510764191463201
0.07497862459097462,0.021625605266921023
0.055335347934265894,0.02497855963021898
0.11618973434381634,0.021153106887027415
0.05635248259397844,0.019331569220345457
0.05756179320766605,0.019978807479094543
0.060383898442473626,0.02988717808499479
0.0573957033265494,0.023046617839881767
