Model,173_EXP_TIME_SEC,173_RMSE_TOTAL,173_TRAIN_TIME_SEC,173_VIOL,173_VIOL_NL
NN,0.0075099999999999,0.0830562906934402,14.64400729912566,3.905815106034279,94.6462105144312
KKThPINN,0.015508,0.06680657531088197,32.08020427610492,0.09464381761848926,1.5863244973743955
