Model,173_RMSE_TOTAL,173_VIOL,173_VIOL_NL,215_RMSE_TOTAL,215_VIOL,215_VIOL_NL,278_RMSE_TOTAL,278_VIOL,278_VIOL_NL,344_RMSE_TOTAL,344_VIOL,344_VIOL_NL,480_RMSE_TOTAL,480_VIOL,480_VIOL_NL
NN,0.0939963187753874,4.227382183074951,100.88799712558588,0.0771450442360625,2.7060534954071045,65.38392384847005,0.0406497086837905,1.4604629278182983,34.17883449792862,0.0389175787210364,1.702050438026587,45.77789334391553,0.0225858897509911,1.0344185466567677,15.966386391719182
KKThPINN,0.1003984800127947,0.0834299549460411,3.7898781299591056,0.081883443966934,0.0670179575681686,1.1208357711633046,0.03899336299412235,0.030987627804279327,1.3619141839444637,0.0318282152272269,0.0084256012303133,3.024695654276292,0.0244404241636558,0.0174618433850506,1.5580896166463694
