a,c,d,e,f,g,h,i
-11743.801825483246,-11742.801825486215,-19.455307300247398,22866.47311208096,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-23486.60365097243,-38.910614600494796,45732.946224161926
