Model,50_EXP_TIME_SEC,50_RMSE_TOTAL,50_TRAIN_TIME_SEC,50_VIOL,50_VIOL_NL,71_EXP_TIME_SEC,71_RMSE_TOTAL,71_TRAIN_TIME_SEC,71_VIOL,71_VIOL_NL,85_EXP_TIME_SEC,85_RMSE_TOTAL,85_TRAIN_TIME_SEC,85_VIOL,85_VIOL_NL
NN,0.0053,0.1694126488724317,5.116286933945958,253.17493742204607,354.9785157007888,0.0053,0.1716821680502661,5.9674119600094855,188.02956210632507,166.8674819003675,0.00646,0.1479340177715969,6.999236013391055,101.66318993142924,96.228017600801
KKThPINN,0.0062,0.1308221712073671,6.824675721989479,0.203450615220899,2.768419797948352,0.0063,0.10234774685961068,8.242181848036125,0.02351666730653588,0.27001046549313146,0.00716,0.1109823672056111,9.991025991993956,0.0164421369249142,0.818868495749084
