Temperature (T),Cao,Ca,Cb,Cc,region_id,linearization_error,abs_linearization_error
280.0,0.8,0.7949172700404628,1.9898345400809252,0.0152481898786116,0,0.13914885070204064,0.13914885070204064
280.0,1.2,1.1924139802058196,1.984827960411639,0.0227580593825414,0,0.10393399895719842,0.10393399895719842
280.492930030627,0.965862339742,0.9593179173772804,1.986911155270561,0.0196332670941587,0,0.12016689222814626,0.12016689222814626
282.974974395135,1.048085380806,1.0382285178235984,1.980286274035197,0.0295705889472043,0,0.09176126144879179,0.09176126144879179
285.097540806183,1.145456036098,1.1313201483897952,1.9717282245835908,0.0424076631246138,0,0.06679271407770457,0.06679271407770457
286.045403554984,1.084457151196,1.069345837140509,1.969777371889018,0.045333942166473,0,0.06446493406842377,0.06446493406842377
287.375234308515,0.97009144994,0.9540777554266348,1.9679726109732696,0.0480410835400957,0,0.0633514913041672,0.0633514913041672
288.181818181818,0.866666666667,0.8508068558329301,1.9682803783318603,0.0475794325022098,0,0.06502292403787392,0.06502292403787392
288.181818181818,1.0,0.9817860691317928,1.9635721382635856,0.0546417926046216,0,0.055313656473547516,0.055313656473547516
288.181818181818,1.133333333333,1.112787062724761,1.958907458783522,0.0616388118247173,0,0.045575308919048686,0.045575308919048686
289.363834191594,1.123884310365,1.100373248980684,1.952977877231368,0.070533184152948,0,0.038585319116778365,0.038585319116778365
290.0,0.866666666667,0.8468895902988512,1.9604458472637023,0.0593312291044461,0,0.052011116784765325,0.052011116784765325
290.0,1.0,0.977312533968704,1.954625067937408,0.0680623980938875,0,0.04304455339451776,0.04304455339451776
290.0,1.133333333333,1.1077686351800344,1.9488706036940688,0.0766940944588969,0,0.03403371966633832,0.03403371966633832
290.542246264935,1.155247328264,1.1274955711991648,1.94449648587033,0.0832552711945051,0,0.029401026923823303,0.029401026923823303
292.857142857143,0.866666666667,0.8390368143658392,1.9447402953976785,0.0828895569034823,0,0.033829840427983614,0.033829840427983614
292.857142857143,1.0,0.9683727128450168,1.9367454256900336,0.0948818614649496,0,0.026314646946181398,0.026314646946181398
292.857142857143,1.133333333333,1.0977706931752125,1.9288747196844247,0.1066879204733626,0,0.018716564794063237,0.018716564794063237
295.122761844829,0.972119492779,0.9325141336845826,1.9207892818111647,0.1188160772832521,0,0.01692294187844908,0.01692294187844908
296.335548211442,0.965158537072,0.920358274273006,1.910399474402012,0.1344007883969822,0,0.012361937470955356,0.012361937470955356
298.0,0.866666666667,0.8183905421979452,1.9034477510618903,0.1448283734071646,0,0.009797081571509408,0.009797081571509408
