a,c,d,e,f,g,h,i
-11438.799614238427,-11437.799614237163,-19.010185892331066,22301.474735423344,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-22876.599228474326,-38.02037178466213,44602.94947084669
