a,c,d,e,f,g,h,i
-12723.766867436025,-12722.76686743394,-20.875879257060234,24676.944235457013,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-25446.53373486788,-41.75175851412047,49353.888470914026
