Model,278_RMSE_TOTAL,278_VIOL,278_VIOL_NL,344_RMSE_TOTAL,344_VIOL,344_VIOL_NL,480_RMSE_TOTAL,480_VIOL,480_VIOL_NL
NN,0.042131187652917,1.878597499926885,43.52336148334046,0.0389175787210364,1.702050438026587,45.77789334391553,0.0225858897509911,1.0344185466567677,15.966386391719182
KKThPINN,0.04005462807522094,0.028734564098219076,1.490463350713253,0.0318282152272269,0.0084256012303133,3.024695654276292,0.0244404241636558,0.0174618433850506,1.5580896166463694
