segmentation_type,n_regions,repeat,model_id,projection_projection_mae_scaled,projection_projection_max_abs_scaled,projection_projection_rmse_scaled,projection_violation,projection_violation_original_nonlinear,experiment_rmse_total,experiment_violation,experiment_violation_original_nonlinear
adaptive,1,5,adaptive_S1_r5,0.06311948043342945,0.4522144080946162,0.12735871454375855,0.7842969435920294,110.15656944587826,0.11541961225130105,0.6119223737982241,85.94609642028809
adaptive,1,6,adaptive_S1_r6,0.06311948043342945,0.4522144080946162,0.12735871454375855,0.7842969435920294,110.15656944587826,0.12369423749441961,0.6184573608628146,86.86395263671875
adaptive,1,7,adaptive_S1_r7,0.06311948043342945,0.4522144080946162,0.12735871454375855,0.7842969435920294,110.15656944587826,0.13309794556695959,0.5832430960212303,81.91801834106445
adaptive,1,8,adaptive_S1_r8,0.06311948043342945,0.4522144080946162,0.12735871454375855,0.7842969435920294,110.15656944587826,0.12934500107968183,0.5953303276646843,83.61570739746094
adaptive,1,9,adaptive_S1_r9,0.06311948043342945,0.4522144080946162,0.12735871454375855,0.7842969435920294,110.15656944587826,0.12050257279519584,0.608207043259436,85.42428207397461
adaptive,2,0,adaptive_S2_r0,0.019027614664894187,0.24734779004188517,0.045529730556132374,0.05898083407342054,8.284012603387236,0.06315704634467953,0.039702574581731105,5.576331198215485
adaptive,2,1,adaptive_S2_r1,0.019027614664894187,0.24734779004188517,0.045529730556132374,0.05898083407342054,8.284012603387236,0.060734691241923634,0.042039317453805215,5.9045326709747314
adaptive,2,2,adaptive_S2_r2,0.019027614664894187,0.24734779004188517,0.045529730556132374,0.05898083407342054,8.284012603387236,0.05567365938575811,0.041843767995907416,5.8770668506622314
adaptive,2,3,adaptive_S2_r3,0.019027614664894187,0.24734779004188517,0.045529730556132374,0.05898083407342054,8.284012603387236,0.07233456288879807,0.04280593730354007,6.012206315994263
adaptive,2,4,adaptive_S2_r4,0.019027614664894187,0.24734779004188517,0.045529730556132374,0.05898083407342054,8.284012603387236,0.06056379637565824,0.04520929629334519,6.3497642278671265
adaptive,2,5,adaptive_S2_r5,0.019027614664894187,0.24734779004188517,0.045529730556132374,0.05898083407342054,8.284012603387236,0.06941364125108537,0.04175552859608396,5.864673227071762
adaptive,2,6,adaptive_S2_r6,0.019027614664894187,0.24734779004188517,0.045529730556132374,0.05898083407342054,8.284012603387236,0.054251683011474226,0.03886058861144322,5.458071827888489
adaptive,2,7,adaptive_S2_r7,0.019027614664894187,0.24734779004188517,0.045529730556132374,0.05898083407342054,8.284012603387236,0.03863698428520412,0.03971330051268134,5.577837646007538
adaptive,2,8,adaptive_S2_r8,0.019027614664894187,0.24734779004188517,0.045529730556132374,0.05898083407342054,8.284012603387236,0.05302025527409995,0.04000890334478937,5.619355916976929
adaptive,2,9,adaptive_S2_r9,0.019027614664894187,0.24734779004188517,0.045529730556132374,0.05898083407342054,8.284012603387236,0.051880445935058146,0.04008130242499207,5.629523754119873
adaptive,3,0,adaptive_S3_r0,0.01849340536842445,0.24734779004188517,0.04548476016286268,0.01281671375477852,1.8001410819590091,0.04763526319746365,0.008311099425309769,1.1673157811164856
adaptive,3,1,adaptive_S3_r1,0.01849340536842445,0.24734779004188517,0.04548476016286268,0.01281671375477852,1.8001410819590091,0.07197162278493048,0.008245957399091137,1.158166378736496
adaptive,3,2,adaptive_S3_r2,0.01849340536842445,0.24734779004188517,0.04548476016286268,0.01281671375477852,1.8001410819590091,0.06882438865065563,0.012367134829871333,1.7369964718818665
adaptive,3,3,adaptive_S3_r3,0.01849340536842445,0.24734779004188517,0.04548476016286268,0.01281671375477852,1.8001410819590091,0.04606012751534223,0.010043809750105865,1.4106795191764832
adaptive,3,4,adaptive_S3_r4,0.01849340536842445,0.24734779004188517,0.04548476016286268,0.01281671375477852,1.8001410819590091,0.07667205514675493,0.009336083645733252,1.3112775087356567
adaptive,3,5,adaptive_S3_r5,0.01849340536842445,0.24734779004188517,0.04548476016286268,0.01281671375477852,1.8001410819590091,0.04480273990072703,0.008016400715219082,1.1259244978427887
adaptive,3,6,adaptive_S3_r6,0.01849340536842445,0.24734779004188517,0.04548476016286268,0.01281671375477852,1.8001410819590091,0.0741820349594888,0.009716631355670677,1.3647263646125793
adaptive,3,7,adaptive_S3_r7,0.01849340536842445,0.24734779004188517,0.04548476016286268,0.01281671375477852,1.8001410819590091,0.06890462889182541,0.007973985046510694,1.1199671775102615
adaptive,3,8,adaptive_S3_r8,0.01849340536842445,0.24734779004188517,0.04548476016286268,0.01281671375477852,1.8001410819590091,0.051938137107336656,0.008638278412755366,1.2132688611745834
adaptive,3,9,adaptive_S3_r9,0.01849340536842445,0.24734779004188517,0.04548476016286268,0.01281671375477852,1.8001410819590091,0.0545253662785839,0.010415884969120598,1.462938278913498
adaptive,5,0,adaptive_S5_r0,0.006378308554914329,0.10575707205570417,0.01647415846610297,0.0031603776415983138,0.4438833279535174,0.11137424828747379,0.005095217110924956,0.7156366407871246
adaptive,5,1,adaptive_S5_r1,0.006378308554914329,0.10575707205570417,0.01647415846610297,0.0031603776415983138,0.4438833279535174,0.08189479689294778,0.00403707927100093,0.5670184195041656
adaptive,5,2,adaptive_S5_r2,0.006378308554914329,0.10575707205570417,0.01647415846610297,0.0031603776415983138,0.4438833279535174,0.07273483674278794,0.003454529132257411,0.48519769310951233
adaptive,5,3,adaptive_S5_r3,0.006378308554914329,0.10575707205570417,0.01647415846610297,0.0031603776415983138,0.4438833279535174,0.10752102581315202,0.005541684159128877,0.7783440053462982
adaptive,5,4,adaptive_S5_r4,0.006378308554914329,0.10575707205570417,0.01647415846610297,0.0031603776415983138,0.4438833279535174,0.04264043586628233,0.0038378047004142875,0.5390296876430511
adaptive,5,5,adaptive_S5_r5,0.006378308554914329,0.10575707205570417,0.01647415846610297,0.0031603776415983138,0.4438833279535174,0.05062970627878741,0.0035920473066722624,0.5045124739408493
adaptive,5,6,adaptive_S5_r6,0.006378308554914329,0.10575707205570417,0.01647415846610297,0.0031603776415983138,0.4438833279535174,0.08235501261267465,0.004780811275579935,0.6714774966239929
adaptive,5,7,adaptive_S5_r7,0.006378308554914329,0.10575707205570417,0.01647415846610297,0.0031603776415983138,0.4438833279535174,0.04748374285404147,0.003546971950591945,0.4981815367937088
adaptive,5,8,adaptive_S5_r8,0.006378308554914329,0.10575707205570417,0.01647415846610297,0.0031603776415983138,0.4438833279535174,0.05863930792173495,0.0035703212685347114,0.501460999250412
adaptive,5,9,adaptive_S5_r9,0.006378308554914329,0.10575707205570417,0.01647415846610297,0.0031603776415983138,0.4438833279535174,0.06576603128188734,0.004273740441781564,0.6002581119537354
adaptive,7,0,adaptive_S7_r0,0.006253977350227757,0.10575707205570417,0.01646299772168157,0.0012716298586331442,0.17860375065356493,0.07424152524643508,0.0015631687316328031,0.21955114230513573
adaptive,7,1,adaptive_S7_r1,0.006253977350227757,0.10575707205570417,0.01646299772168157,0.0012716298586331442,0.17860375065356493,0.07758745888303344,0.0024933256215248353,0.3501941114664078
adaptive,7,2,adaptive_S7_r2,0.006253977350227757,0.10575707205570417,0.01646299772168157,0.0012716298586331442,0.17860375065356493,0.04029643436294388,0.0013920619518795441,0.19551874697208405
adaptive,7,3,adaptive_S7_r3,0.006253977350227757,0.10575707205570417,0.01646299772168157,0.0012716298586331442,0.17860375065356493,0.07857320420395046,0.0020498868736105336,0.2879119962453842
adaptive,7,4,adaptive_S7_r4,0.006253977350227757,0.10575707205570417,0.01646299772168157,0.0012716298586331442,0.17860375065356493,0.07254268463260398,0.0016258661606153137,0.22835716605186462
adaptive,7,5,adaptive_S7_r5,0.006253977350227757,0.10575707205570417,0.01646299772168157,0.0012716298586331442,0.17860375065356493,0.05399700990546575,0.0015112213268450077,0.21225500106811523
adaptive,7,6,adaptive_S7_r6,0.006253977350227757,0.10575707205570417,0.01646299772168157,0.0012716298586331442,0.17860375065356493,0.06445042497070771,0.002213485385772969,0.3108898401260376
adaptive,7,7,adaptive_S7_r7,0.006253977350227757,0.10575707205570417,0.01646299772168157,0.0012716298586331442,0.17860375065356493,0.08053027293528132,0.0015377954218097568,0.2159874066710472
adaptive,7,8,adaptive_S7_r8,0.006253977350227757,0.10575707205570417,0.01646299772168157,0.0012716298586331442,0.17860375065356493,0.06304095486226421,0.00179307302427785,0.25184179097414017
adaptive,7,9,adaptive_S7_r9,0.006253977350227757,0.10575707205570417,0.01646299772168157,0.0012716298586331442,0.17860375065356493,0.06530102990566457,0.0014554040647509576,0.20441532880067825
adaptive,9,0,adaptive_S9_r0,0.0062462256110340664,0.10575707205570417,0.01646294506889538,0.0008136616684187422,0.11428091619163752,0.061699328313999505,0.003229343963114247,0.45356985926628113
adaptive,9,1,adaptive_S9_r1,0.0062462256110340664,0.10575707205570417,0.01646294506889538,0.0008136616684187422,0.11428091619163752,0.061943926280096026,0.0008773044753458191,0.12321972101926804
adaptive,9,2,adaptive_S9_r2,0.0062462256110340664,0.10575707205570417,0.01646294506889538,0.0008136616684187422,0.11428091619163752,0.04125753847373354,0.0019071442695531688,0.2678634077310562
adaptive,9,3,adaptive_S9_r3,0.0062462256110340664,0.10575707205570417,0.01646294506889538,0.0008136616684187422,0.11428091619163752,0.0603208484652879,0.0009117725617060091,0.12806084752082825
adaptive,9,4,adaptive_S9_r4,0.0062462256110340664,0.10575707205570417,0.01646294506889538,0.0008136616684187422,0.11428091619163752,0.06867205180059376,0.0012807453205344599,0.17988403141498566
adaptive,9,5,adaptive_S9_r5,0.0062462256110340664,0.10575707205570417,0.01646294506889538,0.0008136616684187422,0.11428091619163752,0.05765281371652636,0.0010098809090729405,0.14184042066335678
adaptive,9,6,adaptive_S9_r6,0.0062462256110340664,0.10575707205570417,0.01646294506889538,0.0008136616684187422,0.11428091619163752,0.08382765314437773,0.001089608558382984,0.1530383750796318
