Model,104_EXP_TIME_SEC,104_RMSE_TOTAL,104_TRAIN_TIME_SEC,104_VIOL,104_VIOL_NL,125_EXP_TIME_SEC,125_RMSE_TOTAL,125_TRAIN_TIME_SEC,125_VIOL,125_VIOL_NL
NN,0.00584,0.1211303232661313,14.553416627040132,59.63747215270996,69.69761483669281,0.0058,0.0886333787315542,15.8882332254434,33.3450288772583,29.80227041244507
KKThPINN,0.011260000000000001,0.04079920320404369,25.065231573209168,2.041357898712158,1.5335449159145356,0.0112,0.0317518752046182,28.46927895850968,0.627673476934433,1.055766835808754
