Model,50_EXP_TIME_SEC,50_RMSE_TOTAL,50_TRAIN_TIME_SEC,50_VIOL,50_VIOL_NL,71_EXP_TIME_SEC,71_RMSE_TOTAL,71_TRAIN_TIME_SEC,71_VIOL,71_VIOL_NL,85_EXP_TIME_SEC,85_RMSE_TOTAL,85_TRAIN_TIME_SEC,85_VIOL,85_VIOL_NL,120_EXP_TIME_SEC,120_RMSE_TOTAL,120_TRAIN_TIME_SEC,120_VIOL,120_VIOL_NL,155_EXP_TIME_SEC,155_RMSE_TOTAL,155_TRAIN_TIME_SEC,155_VIOL,155_VIOL_NL,295_EXP_TIME_SEC,295_RMSE_TOTAL,295_TRAIN_TIME_SEC,295_VIOL,295_VIOL_NL,435_EXP_TIME_SEC,435_RMSE_TOTAL,435_TRAIN_TIME_SEC,435_VIOL,435_VIOL_NL,575_EXP_TIME_SEC,575_RMSE_TOTAL,575_TRAIN_TIME_SEC,575_VIOL,575_VIOL_NL
NN,0.005272,0.1726640967808027,5.104221772899618,266.3135183218249,385.68551280803126,0.005422,0.1634015391852741,5.915658451528288,179.56539919185582,168.5246740296401,0.0064,0.1017031546266525,6.919877985026687,44.95089325025835,40.39631688777354,0.0064,0.1635232900285015,7.749291480984539,148.03470358270843,143.28416728159465,0.0064,0.0858653960514955,8.506307191972155,78.0567942397881,97.50634342661893,0.0087,0.0966837852761624,13.622249617008492,99.7340950568307,106.599137727355,0.0107,0.0251840366740922,18.260889895958822,10.76615938548884,13.156613735380128,0.0128,0.0071780726888523,22.65291699499357,3.508651279769208,4.254870528690476
KKThPINN,0.0062619999999999,0.1294446317515734,6.836461040836293,0.2036878402339527,2.487265120170256,0.006208,0.12014686189546503,8.241834198919824,0.02623703223157961,0.8747846601651861,0.0071,0.0980628059091351,9.93108333199052,0.0043304600842413,0.4099029498836264,0.0075,0.0780202032532964,11.324478833004832,0.0058782661352485,0.4827194678071453,0.007,0.0422046945311935,12.71792068198556,0.0548095045303001,0.702765957318102,0.0091,0.0559808128379414,21.742504091002047,0.013247646590042,0.4458367778707973,0.0101,0.0589479532972963,29.43676171998959,0.0035811105407317,0.4239728502905245,0.0114,0.0174884383714535,36.78256359801162,0.0033298357827153,0.2105565824672283
