Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC,ninner_1_RMSE_TOTAL,ninner_1_VIOL,ninner_1_VIOL_NL,ninner_1_TRAIN_TIME_SEC,ninner_1_EXP_TIME_SEC,ninner_2_RMSE_TOTAL,ninner_2_VIOL,ninner_2_VIOL_NL,ninner_2_TRAIN_TIME_SEC,ninner_2_EXP_TIME_SEC,ninner_5_RMSE_TOTAL,ninner_5_VIOL,ninner_5_VIOL_NL,ninner_5_TRAIN_TIME_SEC,ninner_5_EXP_TIME_SEC,ninner_10_RMSE_TOTAL,ninner_10_VIOL,ninner_10_VIOL_NL,ninner_10_TRAIN_TIME_SEC,ninner_10_EXP_TIME_SEC
NN,0.0186668986516983,0.1288606892155858,0.1280532907975537,9.51718443505466,0.004992,0.0146969529332319,0.1219770319089422,0.1213780175515161,11.017200911827386,0.006372,0.0120988625420385,0.0887841072859891,0.0882749374754805,12.120720082372427,0.006344,0.0068849688394807,0.0590250360924245,0.0589084458456446,16.24512221975252,0.0074919999999999,0.0026653483959232,0.0238535146834627,0.0238174030939974,24.12592671032995,0.009564
KKThPINN,0.011334234106187,6.335672727194227e-16,0.000821935873042,17.36737668670714,0.01284,0.0103333690287973,7.061018436615996e-16,0.0003381095247244,20.60261709999293,0.0149599999999999,0.0082541893115711,6.206146707654625e-16,0.0003991478513562,23.31409605745226,0.014926,0.0042967210131054,7.1009864655025e-16,0.0002305725944636,33.923110471554104,0.016436,0.0022991882346033005,6.361577931102145e-16,0.0002110649392288582,54.88907314086333,0.019636
