Model,104_EXP_TIME_SEC,104_RMSE_TOTAL,104_TRAIN_TIME_SEC,104_VIOL,104_VIOL_NL,125_EXP_TIME_SEC,125_RMSE_TOTAL,125_TRAIN_TIME_SEC,125_VIOL,125_VIOL_NL,146_EXP_TIME_SEC,146_RMSE_TOTAL,146_TRAIN_TIME_SEC,146_VIOL,146_VIOL_NL,314_EXP_TIME_SEC,314_RMSE_TOTAL,314_TRAIN_TIME_SEC,314_VIOL,314_VIOL_NL
NN,0.006166,0.1014358750254735,15.127845943658611,58.20582109451294,63.92043118640781,0.005984,0.0896357790891743,16.09052535469178,42.82419503211975,40.90939567804337,0.0058259999999999,0.0802637715866461,17.22507446571253,38.49571947097778,42.39042844295502,0.0079,0.0422777475181928,26.74995005445089,22.50658655166626,30.591681480407715
KKThPINN,0.012218,0.0452271228761045,26.67331871675793,2.286976275444031,1.6831531712412835,0.0119139999999999,0.0360456318251309,28.405060268524103,0.5682957923412323,1.1788255736231803,0.011802,0.03155974672536435,31.697608026051896,0.3397647687792778,0.6912405900657177,0.01505,0.0188046488388072,55.12719254405238,0.0770474709570407,0.9080006815493108
