Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC
NN,0.0212377347434686,0.0603160264404528,0.1106883087249058,12.019350439077243,0.0044
KKThPINN,0.005649536746958655,7.308968245448947e-16,0.00020134026631742538,19.62735350197181,0.0109
