n_inner_per_region,num_sample_points,NN_RMSE_mean,NN_RMSE_ci95,NN_RMSE_n_runs,KKThPINN_RMSE_mean,KKThPINN_RMSE_ci95,KKThPINN_RMSE_n_runs,NN_PL_Violation_mean,NN_PL_Violation_ci95,NN_PL_Violation_n_runs,KKThPINN_PL_Violation_mean,KKThPINN_PL_Violation_ci95,KKThPINN_PL_Violation_n_runs,NN_Original_Nonlinear_Violation_mean,NN_Original_Nonlinear_Violation_ci95,NN_Original_Nonlinear_Violation_n_runs,KKThPINN_Original_Nonlinear_Violation_mean,KKThPINN_Original_Nonlinear_Violation_ci95,KKThPINN_Original_Nonlinear_Violation_n_runs,NN_Experiment_Time_sec_mean,NN_Experiment_Time_sec_ci95,NN_Experiment_Time_sec_n_runs,KKThPINN_Experiment_Time_sec_mean,KKThPINN_Experiment_Time_sec_ci95,KKThPINN_Experiment_Time_sec_n_runs
0,61,0.01866689865169826,0.003185185154746039,50,0.011334234106187004,0.0007615277147183601,50,0.12886068921558577,0.014178367081159608,50,6.335672727194227e-16,8.042549408340383e-17,50,0.1280532907975537,0.01367382212332199,50,0.0008219358730420239,0.00012021315401369887,50,0.004992,9.075430008812069e-05,50,0.012840000000000002,0.00019789938587349312,50
1,91,0.014696952933231883,0.0009678896497101726,50,0.010333369028797302,0.0009958677338083148,50,0.12197703190894219,0.010051918992718532,50,7.061018436615996e-16,8.29782055697501e-17,50,0.12137801755151612,0.009945604356437935,50,0.0003381095247244361,9.541603774500587e-05,50,0.006372,0.0001437751565785289,50,0.014959999999999998,0.0005739633607619035,50
2,121,0.012098862542038452,0.0018016095377516837,50,0.008254189311571075,0.0008179826556864607,50,0.08878410728598912,0.012839979588813003,50,6.206146707654625e-16,8.596369000059127e-17,50,0.0882749374754805,0.012763149864648068,50,0.00039914785135618995,6.581223187929434e-05,50,0.006344000000000001,0.0001290478292231004,50,0.014926,0.00036750151825979885,50
5,211,0.006884968839480723,0.0013710531514841058,50,0.0042967210131054315,0.0007153650347709749,50,0.05902503609242449,0.013838226382424773,50,7.100986465502501e-16,6.811567330334143e-17,50,0.058908445845644586,0.013803622672909908,50,0.00023057259446360303,3.579654807651775e-05,50,0.0074919999999999995,0.0001506938071879051,50,0.016436000000000003,0.0003876251546153489,50
10,361,0.0026653483959232084,0.00032342490342501383,50,0.00229918823460325,0.0004752850478559259,50,0.023853514683462747,0.0031678032958839157,50,6.361577931102145e-16,4.193266352558645e-17,50,0.023817403093997384,0.0031626150590724432,50,0.00021106493922881748,2.580700769838715e-05,50,0.009564,0.00018163569306887159,50,0.019636,0.0004944738613821396,50
15,511,0.002347326907494888,0.000603518655452301,50,0.0016250550468219264,0.0003678843631783647,50,0.020940002851683816,0.0048820942360657945,50,6.015822760576028e-16,3.268503188245209e-17,50,0.02089420733049928,0.004889867103292987,50,0.0002364713350634838,1.9133253242459478e-05,50,0.011668000000000001,0.0003141912122597833,50,0.02253,0.0004990029991351237,50
20,661,0.002365697824628616,0.0006756704133823748,50,0.001390314773993692,0.00022741471385645588,50,0.021508443814038037,0.006429188548350853,50,6.187642990577541e-16,2.2820525127368694e-17,50,0.02142611488802656,0.006388209255332591,50,0.00023259207274827677,1.9309211792629815e-05,50,0.01321,0.0002889849673270935,50,0.02659,0.0008923639033706802,50
25,811,0.0014499127254714841,0.0002308035916096923,50,0.0011920297305309821,0.00017235337254042706,50,0.013725626882285473,0.002162751592635243,50,5.768113259757063e-16,1.7113056200660473e-17,50,0.01368617138470669,0.002159199638503955,50,0.000270444371616848,1.2492116753604653e-05,50,0.014990000000000002,0.0003180917155755703,50,0.029112,0.0008594770517966569,50
