n_inner_per_region,nC_regions,num_regions,num_sample_points,linearization_mean_abs_error,linearization_rmse_error,linearization_max_abs_error,mean_abs_nonlinear_residual_on_data,mean_abs_linearized_residual_on_data,linearization_mean_abs_error_region_average,linearization_rmse_error_region_average,projection_check_output_MAE_scaled,projection_check_PL_violation,projection_check_original_nonlinear_violation,n_output_values,n_constraint_values,n_data_points
0,30,30,61,0.0003628352599588,0.0005439201765621,0.0012319560598944,4.3316898337833975e-16,0.0003628352599588,0.0002822175136113,0.0003662817320177,1.7874366435208977e-05,6.260929843787768e-16,0.0003628872188086,183.0,61.0,61.0
1,30,30,91,0.0003422493182136,0.0005054338408148,0.0012319560598942,5.075305255429287e-16,0.0003422493182136,0.0003063201508703,0.0003994457719732,1.6916243569728296e-05,5.563315376143643e-16,0.0003424027196219,273.0,91.0,91.0
2,30,30,121,0.0003137127556616,0.0004732907495642,0.0012319560598941,6.165866715273597e-16,0.0003137127556616,0.0003051105973555,0.0004152603143388,1.5483633534992317e-05,6.019060364909939e-16,0.0003138879226309,363.0,121.0,121.0
5,30,30,211,0.000290154530921,0.0004282335028524,0.0012319560598941,5.524806520646515e-16,0.0002901545309209,0.0002839592319526,0.0003829589230734,1.428930367305647e-05,5.303814259820654e-16,0.000290378248561,633.0,211.0,211.0
10,30,30,361,0.000276819684891,0.0004029720145854,0.0012319560598943,5.22819706887193e-16,0.0002768196848909,0.0002735491431616,0.0003666657527012,1.3683284411206957e-05,5.609547913895527e-16,0.0002769918995479,1083.0,361.0,361.0
15,30,30,511,0.0002656020154842,0.0003885210919684,0.0012319560598939,5.162211167337323e-16,0.0002656020154841,0.0002640098537612,0.000354492472654,1.3150741597230591e-05,6.552705757865896e-16,0.0002657373768458,1533.0,511.0,511.0
20,30,30,661,0.0002552661648895,0.0003776664898835,0.0012319560598941,4.975008470408039e-16,0.0002552661648894,0.0002553057936767,0.000345224873739,1.265564444581161e-05,5.831610198938795e-16,0.0002553693731001,1983.0,661.0,661.0
25,30,30,811,0.0002510967004831,0.0003701900081127,0.001231956059894,5.338926998813948e-16,0.000251096700483,0.000250403315085,0.000337253431292,1.2425527430861076e-05,5.859130142288126e-16,0.0002511779375435,2433.0,811.0,811.0
