region_id,T_low,T_high,Tss,Cass,Cbss,fss,aT,aCa,aCb
0,280.0,300.0,290.0,0.9773125293901612,1.9546250587803224,1.79559829158182e-9,-0.00292405323550089,-1.02737480034217,-0.0273748003421694
1,300.0,340.0,320.0,0.7393400765138014,1.4786801530276028,-4.00861142502151e-7,-0.0283570391963618,-1.53213249781939,-0.532132497819392
2,340.0,360.0,350.0,0.5233511891315527,1.0467023782631053,2.63882405704408e-7,-0.0582491970053979,-6.19820012316539,-5.19820012316539
3,360.0,400.0,380.0,0.4621965464508211,0.9243930929016455,-1.93452657519799e-5,-0.175589192448960,-47.3652905850620,-46.3652905850618
4,400.0,420.0,410.0,0.4318067625578783,0.863613525115756,-3.92603677710213e-5,-0.819565000947873,-319.928291917335,-318.928291917335
5,420.0,440.0,430.0,0.4159368843687458,0.8318737687374904,-0.00154200677667404,-2.21405433813945,-999.266650983130,-998.266650983132
6,440.0,460.0,450.0,0.40204424219424495,0.8040884843883158,0.000884171533357403,-5.54077383627195,-2826.37103566960,-2825.37103567010
