Model,50_EXP_TIME_SEC,50_RMSE_TOTAL,50_TRAIN_TIME_SEC,50_VIOL,50_VIOL_NL,71_EXP_TIME_SEC,71_RMSE_TOTAL,71_TRAIN_TIME_SEC,71_VIOL,71_VIOL_NL,85_EXP_TIME_SEC,85_RMSE_TOTAL,85_TRAIN_TIME_SEC,85_VIOL,85_VIOL_NL,120_EXP_TIME_SEC,120_RMSE_TOTAL,120_TRAIN_TIME_SEC,120_VIOL,120_VIOL_NL,155_EXP_TIME_SEC,155_RMSE_TOTAL,155_TRAIN_TIME_SEC,155_VIOL,155_VIOL_NL,295_EXP_TIME_SEC,295_RMSE_TOTAL,295_TRAIN_TIME_SEC,295_VIOL,295_VIOL_NL,435_EXP_TIME_SEC,435_RMSE_TOTAL,435_TRAIN_TIME_SEC,435_VIOL,435_VIOL_NL,575_EXP_TIME_SEC,575_RMSE_TOTAL,575_TRAIN_TIME_SEC,575_VIOL,575_VIOL_NL
NN,0.005272,0.1726640967808027,5.104221772899618,266.3135183218249,385.68551280803126,0.005422,0.1634015391852741,5.915658451528288,179.56539919185582,168.5246740296401,0.006566,0.1368824213595329,6.998239306780743,110.19373983717236,97.87500543986016,0.006646,0.1063655726315005,7.833973579303128,118.75132575773684,130.30990093945434,0.006916,0.0922424150561886,8.614251323580975,67.35937703892742,84.63292914965295,0.0091279999999999,0.0563218621173851,13.852796367998234,53.81714040270858,60.09398907280279,0.0108779999999999,0.0271891709361216,18.27606668491848,17.449426542360698,19.787191848772668,0.013198,0.0217595262531336,23.326370279641125,11.745674690398912,12.702599306396936
KKThPINN,0.0062619999999999,0.1294446317515734,6.836461040836293,0.2036878402339527,2.487265120170256,0.006208,0.120146861895465,8.241834198919824,0.0262370322315796,0.8747846601651861,0.00763,0.1178624310149519,10.035719529179625,0.0081014280071187,0.7358264548120893,0.007558,0.0857652501021242,11.421398214760702,0.0087283648855107,0.8334926242877995,0.007646,0.0771929539306803,12.84669317145599,0.053144423993729,0.7614534023684452,0.0092979999999999,0.0604106899544175,21.7757659716357,0.0144101815306562,0.7012874782965268,0.01028,0.0289061410197412,29.958871953898345,0.0018620865115767,0.3267478450443575,0.012386000000000001,0.021379035761464903,36.79752724244027,0.0034054792514715765,0.24545975214030563
