Iteration,NN_Training_Error,NN_Training_Time_sec,KKThPINN_Training_Error,KKThPINN_Training_Time_sec
1,0.01144,7.691829455026891,0.01587,11.404178009019233
2,0.0058,7.7688854659791104,0.00753,11.378488706017379
3,0.00952,7.8253986919880845,0.00433,11.512207541032694
4,0.013,7.958318473014515,0.00692,11.247465013002511
5,0.01384,7.8716714269830845,0.00742,11.343392343027517
6,0.0544,7.8984326050267555,0.0068,11.332113709999248
7,0.00648,7.750646255968604,0.00652,11.506180225987919
8,0.01187,7.824407259002328,0.00904,11.376572733046487
9,0.01141,7.789954208012205,0.02233,11.599803358025383
10,0.0108,7.781227060011588,0.00839,11.431116308958735
11,0.0129,7.909502091992181,0.00317,11.24624672497157
12,0.01509,7.898295107996091,0.01725,11.248122127028182
13,0.00983,7.862748900020961,0.01033,11.380227338988334
14,0.01129,7.793109013990033,0.0118,11.412340633978602
15,0.01378,7.763837024976965,0.00612,11.333035243034828
16,0.01247,7.723613046982791,0.0082,11.271738160052337
17,0.01769,7.793237445002887,0.01242,11.568897448014468
18,0.01515,7.889247398008592,0.00587,11.350013469986152
19,0.06275,7.827346693025902,0.01072,11.467007951985579
20,0.01477,7.807689523033332,0.01762,11.272630305960774
21,0.01416,7.881157786003314,0.0071,11.455043183988892
22,0.00965,7.813895121042151,0.02972,11.40444601199124
23,0.01872,7.922332512040157,0.01192,11.529776340990793
24,0.009,7.873853104014415,0.00637,11.484618806978688
25,0.00888,8.02968088700436,0.00887,11.228129405993968
26,0.01295,7.846751745033544,0.01189,11.58721276599681
27,0.00754,7.832487457024399,0.00886,11.402329778007697
28,0.00779,7.848662125994451,0.0072,11.354059297998901
29,0.01314,7.763798227009829,0.00791,11.391876904992387
30,0.01606,7.785300075018313,0.01236,11.39895455702208
31,0.01054,7.959610237972811,0.00805,11.42985390702961
32,0.01857,7.801440460025333,0.00801,11.293842748971656
33,0.01673,7.939714571053628,0.00435,11.727046786050778
34,0.01332,7.813021836976986,0.01025,11.487998361000791
35,0.01648,7.699676788994111,0.0096,11.403138097957708
36,0.02379,7.761709237995092,0.02373,11.5785309310304
37,0.01017,7.724175960000139,0.00912,11.470562334987335
38,0.02179,7.826125671970658,0.01554,11.484604949015193
39,0.04169,7.874056359985843,0.01562,11.498977624985855
40,0.01102,7.859178173006512,0.00888,11.641582356009167
41,0.02077,7.984955416992307,0.00892,11.331671777006704
42,0.01672,7.744793049991131,0.00635,11.470737318973988
43,0.02393,7.859044817974791,0.00832,11.320425128971692
44,0.04625,7.781243010016624,0.02013,11.495882702991366
45,0.02396,7.807432015019003,0.00885,11.394459674018435
46,0.01,7.758883724978659,0.0067,11.469387603981886
47,0.02942,7.917949796014,0.00542,11.419289835961536
48,0.01151,7.920018855948001,0.02239,11.548796368995681
49,0.00985,7.786783143994398,0.00692,11.33850763499504
50,0.01909,7.851549650018569,0.00681,11.346390189020894
