Iteration,NN_Training_Error,NN_Training_Time_sec,KKThPINN_Training_Error,KKThPINN_Training_Time_sec
1,0.00025,14.651179041014984,3e-05,25.513419221853837
2,3e-05,14.643949558958411,2e-05,25.62455046805553
3,0.00021,14.569685025140643,2e-05,25.673909832024947
4,0.00016,14.59090003091842,2e-05,25.47605862794444
5,9e-05,14.57445546798408,4e-05,25.47423568693921
6,3e-05,14.582304212031886,2e-05,25.99313211790286
7,8e-05,14.592219383921474,5e-05,25.56931368308142
8,0.00016,14.558373625157401,3e-05,25.59371538902633
9,0.00027,14.509978509042412,2e-05,25.579075298970565
10,3e-05,14.597325410926715,3e-05,25.65414846385829
11,0.00013,14.598636033944786,3e-05,25.5587037098594
12,0.0003,14.547312777023762,3e-05,25.70801703003235
13,0.00017,14.596760670887306,2e-05,25.471822135150433
14,0.00013,14.540790655883029,3e-05,25.734514934010804
15,0.00027,14.631001217989251,3e-05,25.786080492893234
16,5e-05,14.647675606887788,2e-05,26.022842572070658
17,0.00016,14.556974343955517,5e-05,25.63541808910668
18,0.00016,14.559946287889034,3e-05,25.611139229964465
19,0.00025,14.626402067951858,3e-05,25.63857076712884
20,0.00019,14.57808752101846,4e-05,25.594726921990514
21,0.00021,14.698747883783653,6e-05,25.768655952997506
22,3e-05,14.66221423796378,2e-05,25.665409771027043
23,2e-05,14.601135320961475,2e-05,25.858522115973756
24,0.00027,14.774095125030726,1e-05,25.630533835850656
25,4e-05,14.660008053993806,2e-05,25.680420530959964
26,5e-05,14.576972045004368,2e-05,25.48498772503808
27,8e-05,14.65571586904116,2e-05,25.600754535058513
28,0.00022,14.548675562953576,4e-05,25.522194174816832
29,0.0003,14.615100807044655,2e-05,25.522502372972667
30,0.00017,14.568425100063905,4e-05,25.490564898122102
31,7e-05,14.574051946168765,2e-05,25.54311712598428
32,0.00026,14.530022392980754,1e-05,25.480093519901857
33,0.00021,14.644587068120018,4e-05,25.390047436812893
34,2e-05,14.643652815837413,1e-05,25.567321295151487
35,7e-05,14.720709831919521,2e-05,25.55061686784029
36,0.00023,14.63405380398035,5e-05,25.544219356030226
37,0.00017,14.65901648486033,1e-05,25.56670619198121
38,0.00028,14.729705451987684,3e-05,25.69228923902847
39,0.00018,14.564976128051057,4e-05,25.554568405961618
40,0.00027,14.598520944127813,3e-05,25.603710195049644
41,0.00023,14.580398267135024,5e-05,25.58887454099022
42,0.00023,14.589327631052583,2e-05,25.581350480904803
43,0.00027,14.579071093117818,1e-05,25.815998260863125
44,0.00014,14.96827401011251,3e-05,25.68362334300764
45,1e-05,14.595269284909591,2e-05,25.601092827972025
46,0.00023,14.570853543002158,5e-05,25.6339676680509
47,0.00015,14.62311478308402,3e-05,25.48549636406824
48,5e-05,14.579010966001078,2e-05,25.529543837998062
49,0.00017,14.556557870004326,4e-05,25.5817414149642
50,0.0003,14.658358803018928,3e-05,25.667870346922427
