region_id,C_low,C_high,Caoss,Cass,Cbss,Ccss,fss,aCao,aCa,aCb,aCc
0,0.5,0.5333333333333333,0.5166666666666666,0.2017659451646648,1.3701985569953292,0.9447021645070056,-3.33510996597397e-13,1.0,-7.939326505889858,-2.043674274971304,1.1487419956649154
1,0.5333333333333333,0.5666666666666667,0.55,0.2204630151958704,1.3409260303917407,0.9886109544123888,-2.220446049250313e-16,1.0,-7.645994132894629,-2.185349336657994,1.1487419956649154
2,0.5666666666666667,0.6,0.5833333333333333,0.2397717124272943,1.3128767581885885,1.0306848627171177,3.3373304120232206e-13,1.0,-7.37086248223791,-2.327031227382823,1.1487419956649154
3,0.6,0.6333333333333333,0.6166666666666667,0.2596693314070854,1.286005329480171,1.0709920057797435,-3.3373304120232206e-13,1.0,-7.1127389234583935,-2.46856026632817,1.1487419956649154
4,0.6333333333333333,0.6666666666666666,0.6499999999999999,0.2801325356860266,1.260265071372053,1.1096023929419203,-4.440892098500626e-16,1.0,-6.870486723540808,-2.609791176369357,1.1487419956649154
5,0.6666666666666666,0.7,0.6833333333333333,0.3011376687247258,1.2356086707834515,1.1465869938248223,3.341771304121721e-13,1.0,-6.643027998770276,-2.750593025574283,1.1487419956649154
6,0.7,0.7333333333333334,0.7166666666666667,0.3226610250268341,1.2119887167196683,1.1820169249204973,-3.3306690738754696e-13,1.0,-6.429345309794862,-2.8908488977100637,1.1487419956649154
7,0.7333333333333334,0.7666666666666666,0.75,0.3446790809745761,1.189358161949153,1.2159627570762712,-6.661338147750939e-16,1.0,-6.228482094555548,-3.0304553512964048,1.1487419956649154
8,0.7666666666666666,0.8,0.7833333333333333,0.3671686865600974,1.167670706454195,1.248493940318708,3.3306690738754696e-13,1.0,-6.039542137118782,-3.1693217225069694,1.1487419956649154
9,0.8,0.8333333333333333,0.8166666666666667,0.3901072204220607,1.1468811075101215,1.2796783387348178,-3.33288951992472e-13,1.0,-5.861688263140605,-3.3073693209748853,1.1487419956649154
10,0.8333333333333333,0.8666666666666667,0.85,0.4134727114170806,1.1269454228341615,1.309581865748758,4.440892098500626e-16,1.0,-5.6941404376548945,-3.444530560581279,1.1487419956649154
11,0.8666666666666667,0.9,0.8833333333333333,0.4372439303992898,1.1078211941325795,1.3382682088011306,3.3306690738754696e-13,1.0,-5.5361734216312275,-3.5807480599788306,1.1487419956649154
12,0.9,0.9333333333333333,0.9166666666666667,0.4614004560210278,1.0894675787080554,1.365798631937917,-3.3306690738754696e-13,1.0,-5.387114122580093,-3.71597374044882,1.1487419956649154
13,0.9333333333333333,0.9666666666666667,0.95,0.4859227183336159,1.071845436667232,1.3922318449991522,0.0,1.0,-5.246338752785605,-3.85016794237575,1.1487419956649154
14,0.9666666666666667,1.0,0.9833333333333334,0.5107920237694691,1.054917380872938,1.4176239286905932,3.3284486278262193e-13,1.0,-5.113269888212148,-3.9832985759914488,1.1487419956649154
15,1.0,1.0333333333333332,1.0166666666666666,0.5359905647758911,1.0386477962177825,1.4420283056733263,-3.33288951992472e-13,1.0,-4.987373502459299,-4.11534031716649,1.1487419956649154
16,1.0333333333333332,1.0666666666666667,1.0499999999999998,0.561501417049072,1.023002834098144,1.465495748852784,-1.3322676295501878e-15,1.0,-4.86815603340981,-4.2462738552260015,1.1487419956649154
17,1.0666666666666667,1.1,1.0833333333333335,0.587308526957912,1.0079503872498243,1.4880744191252635,3.33288951992472e-13,1.0,-4.755161525957208,-4.376085196646344,1.1487419956649154
18,1.1,1.1333333333333333,1.1166666666666667,0.6133966913710106,0.993460049408021,1.5098099258879685,-3.33288951992472e-13,1.0,-4.647968882313057,-4.504765025968776,1.1487419956649154
19,1.1333333333333333,1.1666666666666665,1.15,0.6397515317835505,0.9795030635671012,1.5307454046493485,-6.661338147750939e-16,1.0,-4.546189241444149,-4.632308123562749,1.1487419956649154
20,1.1666666666666665,1.2,1.1833333333333331,0.6663594643324781,0.9660522619989558,1.5509216070015663,3.3306690738754696e-13,1.0,-4.449463501279945,-4.758712838560329,1.1487419956649154
21,1.2,1.2333333333333334,1.2166666666666668,0.6932076669904264,0.9530820006468528,1.570376999029721,-3.33288951992472e-13,1.0,-4.357459991163657,-4.883980614277991,1.1487419956649154
22,1.2333333333333334,1.2666666666666666,1.25,0.7202840450070549,0.94056809001411,1.589147864978835,-1.5543122344752192e-15,1.0,-4.269872297105103,-5.008115562967995,1.1487419956649154
23,1.2666666666666666,1.3,1.2833333333333332,0.7475771954574231,0.9284877242488466,1.60726841362673,3.3306690738754696e-13,1.0,-4.186417238766612,-5.131124086409349,1.1487419956649154
24,1.3,1.3333333333333335,1.3166666666666669,0.7750763715566763,0.9168194097793528,1.6247708853309706,-3.3306690738754696e-13,1.0,-4.106832994518128,-5.253014538606257,1.1487419956649154
25,1.3333333333333335,1.3666666666666667,1.35,0.8027714472718899,0.9055428945437796,1.6416856581843309,-4.440892098500626e-16,1.0,-4.0308773689370945,-5.373796926960742,1.1487419956649154
26,1.3666666666666667,1.4,1.3833333333333333,0.8306528826376535,0.8946390986093068,1.65804135208604,3.3306690738754696e-13,1.0,-3.958326195874479,-5.493482648378533,1.1487419956649154
27,1.4,1.4333333333333333,1.4166666666666665,0.8587116900569131,0.8840900467798256,1.6738649298302613,-3.3373304120232206e-13,1.0,-3.8889718694902067,-5.612084256830534,1.1487419956649154
28,1.4333333333333333,1.4666666666666668,1.4500000000000002,0.8869394018071466,0.8738788036142934,1.6891817945785597,2.220446049250313e-16,1.0,-3.822621995185894,-5.729615259195248,1.1487419956649154
29,1.4666666666666668,1.5,1.4833333333333334,0.9153280389049684,0.8639894111439366,1.7040158832840953,3.3306690738754696e-13,1.0,-3.759098152240389,-5.84608993643276,1.1487419956649154
