region_id,T_low,T_high,width,n_points,mean_abs_f_PL,max_abs_f_PL,rmse_f_PL,mean_abs_y_PL_scaled,max_abs_y_PL_scaled
0,280.0,325.0,45.0,38,0.04593441313637654,0.12330498396785977,0.05867191602278543,0.015215833034889858,0.1057568277637686
1,325.0,370.0,45.0,33,0.25198425274058034,1.9109982081747967,0.49088125600368965,0.010602439494899044,0.07656917654233997
2,370.0,415.0,45.0,39,0.4601328196626616,2.474419450605353,0.7862777776787806,0.0006751245368895388,0.006165927362133394
3,415.0,437.5,22.5,20,0.3254960702707976,1.225034624885609,0.47053936055859147,6.922844046265419e-05,0.000419883124969489
4,437.5,460.0,22.5,20,0.7960952534531487,3.2351630960654347,1.265659478804439,4.7284658057183956e-05,0.0002835142278811431
