region_id,C_low,C_high,Caoss,Cass,Cbss,fss,aCao,aCa,aCb
0,0.5,0.5333333333333333,0.5166666666666666,0.2017659451646647,1.3701985569953297,-7.16537940093076e-13,2.148741995664915,-9.08806850155478,-3.192416270636219
1,0.5333333333333333,0.5666666666666667,0.55,0.2204630151958704,1.3409260303917407,-2.220446049250313e-16,2.148741995664915,-8.794736128559544,-3.3340913323229096
2,0.5666666666666667,0.6,0.5833333333333333,0.2397717124272942,1.3128767581885887,7.156497616733759e-13,2.148741995664915,-8.519604477902828,-3.475773223047738
3,0.6,0.6333333333333333,0.6166666666666667,0.2596693314070854,1.2860053294801708,-7.156497616733759e-13,2.148741995664915,-8.261480919123308,-3.6173022619930846
4,0.6333333333333333,0.6666666666666666,0.6499999999999999,0.2801325356860266,1.260265071372053,-4.440892098500626e-16,2.148741995664915,-8.019228719205724,-3.758533172034272
5,0.6666666666666666,0.7,0.6833333333333333,0.3011376687247258,1.2356086707834515,7.176481631177012e-13,2.148741995664915,-7.7917699944351915,-3.8993350212391986
6,0.7,0.7333333333333334,0.7166666666666667,0.3226610250268342,1.2119887167196683,-7.16537940093076e-13,2.148741995664915,-7.5780873054597775,-4.039590893374981
7,0.7333333333333334,0.7666666666666666,0.75,0.3446790809745763,1.1893581619491524,-2.220446049250313e-16,2.148741995664915,-7.3772240902204596,-4.17919734696132
8,0.7666666666666666,0.8,0.7833333333333333,0.3671686865600975,1.167670706454195,7.147615832536758e-13,2.148741995664915,-7.188284132783697,-4.318063718171886
9,0.8,0.8333333333333333,0.8166666666666667,0.3901072204220608,1.1468811075101213,-7.16537940093076e-13,2.148741995664915,-7.010430258805519,-4.456111316639801
10,0.8333333333333333,0.8666666666666667,0.85,0.4134727114170807,1.1269454228341615,-8.881784197001252e-16,2.148741995664915,-6.84288243331981,-4.593272556246196
11,0.8666666666666667,0.9,0.8833333333333333,0.4372439303992899,1.1078211941325795,7.156497616733759e-13,2.148741995664915,-6.684915417296143,-4.729490055643747
12,0.9,0.9333333333333333,0.9166666666666667,0.4614004560210277,1.0894675787080554,-7.154277170684509e-13,2.148741995664915,-6.535856118245008,-4.864715736113735
13,0.9333333333333333,0.9666666666666667,0.95,0.4859227183336159,1.071845436667232,0.0,2.148741995664915,-6.39508074845052,-4.998909938040666
14,0.9666666666666667,1.0,0.9833333333333334,0.510792023769469,1.054917380872938,7.158718062783009e-13,2.148741995664915,-6.262011883877063,-5.132040571656363
15,1.0,1.0333333333333332,1.0166666666666666,0.5359905647758912,1.0386477962177825,-7.167599846980011e-13,2.148741995664915,-6.136115498124214,-5.264082312831406
16,1.0333333333333332,1.0666666666666667,1.0499999999999998,0.5615014170490721,1.023002834098144,-2.4424906541753444e-15,2.148741995664915,-6.016898029074725,-5.395015850890918
17,1.0666666666666667,1.1,1.0833333333333335,0.5873085269579121,1.0079503872498243,7.158718062783009e-13,2.148741995664915,-5.903903521622123,-5.5248271923112595
18,1.1,1.1333333333333333,1.1166666666666667,0.6133966913710106,0.993460049408021,-7.16093850883226e-13,2.148741995664915,-5.796710877977972,-5.653507021633692
19,1.1333333333333333,1.1666666666666665,1.15,0.6397515317835504,0.979503063567101,0.0,2.148741995664915,-5.6949312371090635,-5.781050119227663
20,1.1666666666666665,1.2,1.1833333333333331,0.666359464332478,0.9660522619989558,7.167599846980011e-13,2.148741995664915,-5.5982054969448605,-5.907454834225243
21,1.2,1.2333333333333334,1.2166666666666668,0.6932076669904264,0.9530820006468528,-7.16315895488151e-13,2.148741995664915,-5.5062019868285725,-6.0327226099429065
22,1.2333333333333334,1.2666666666666666,1.25,0.7202840450070548,0.9405680900141098,4.440892098500626e-16,2.148741995664915,-5.418614292770016,-6.156857558632908
23,1.2666666666666666,1.3,1.2833333333333332,0.7475771954574233,0.9284877242488464,7.16537940093076e-13,2.148741995664915,-5.335159234431526,-6.279866082074265
24,1.3,1.3333333333333335,1.3166666666666669,0.7750763715566763,0.9168194097793528,-7.156497616733759e-13,2.148741995664915,-5.255574990183043,-6.401756534271172
25,1.3333333333333335,1.3666666666666667,1.35,0.8027714472718899,0.9055428945437796,-8.881784197001252e-16,2.148741995664915,-5.17961936460201,-6.522538922625658
26,1.3666666666666667,1.4,1.3833333333333333,0.8306528826376534,0.8946390986093068,7.156497616733759e-13,2.148741995664915,-5.107068191539394,-6.642224644043448
27,1.4,1.4333333333333333,1.4166666666666665,0.8587116900569131,0.8840900467798256,-7.169820293029261e-13,2.148741995664915,-5.037713865155122,-6.760826252495449
28,1.4333333333333333,1.4666666666666668,1.4500000000000002,0.8869394018071467,0.8738788036142934,-2.220446049250313e-16,2.148741995664915,-4.97136399085081,-6.878357254860164
29,1.4666666666666668,1.5,1.4833333333333334,0.9153280389049684,0.8639894111439366,7.158718062783009e-13,2.148741995664915,-4.907840147905304,-6.994831932097675
