region_id,T_low,T_high,Tss,Cass,Cbss,fss,aT,aCa,aCb
0,280.0,300.0,290.0,0.977312533968704,1.954625067937408,-6.59194920871187e-17,-0.00292405288077911,-1.02737479681564,-0.0273747968156436
1,300.0,320.0,310.0,0.84825829598864,1.69651659197728,-5.55111512312578e-17,-0.0172813279202587,-1.22972361349450,-0.229723613494498
2,320.0,340.0,330.0,0.6399476430025849,1.2798952860051698,-1.22124532708767e-15,-0.0383804012912256,-2.14608645664523,-1.14608645664523
3,340.0,360.0,350.0,0.5233512181912393,1.0467024363824786,-5.32907051820075e-15,-0.0582492128332110,-6.19819889321833,-5.19819889321833
4,360.0,380.0,370.0,0.4762765568693601,0.9525531137387204,-2.30926389122033e-14,-0.111497559301988,-23.9253774602059,-22.9253774602059
5,380.0,400.0,390.0,0.4507151162380433,0.901430232476086,2.13162820728030e-14,-0.290163119895556,-91.9277656259678,-90.9277656259678
6,400.0,420.0,410.0,0.4318067212403343,0.8636134424806813,1.42108547152020e-14,-0.819562577682755,-319.928250835940,-318.928250835936
7,420.0,440.0,430.0,0.415936370829171,0.8318727416583603,-2.44426701101474e-12,-2.21396579955680,-999.264566551533,-998.264566551516
8,440.0,460.0,450.0,0.4020443393730555,0.8040886787460088,-3.18323145620525e-12,-5.54082310538866,-2826.37376388984,-2825.37376389014
