Model,104_EXP_TIME_SEC,104_RMSE_TOTAL,104_TRAIN_TIME_SEC,104_VIOL,104_VIOL_NL,125_EXP_TIME_SEC,125_RMSE_TOTAL,125_TRAIN_TIME_SEC,125_VIOL,125_VIOL_NL,314_EXP_TIME_SEC,314_RMSE_TOTAL,314_TRAIN_TIME_SEC,314_VIOL,314_VIOL_NL
NN,0.0057599999999999,0.0956919409495899,14.542535213078372,47.09947423934936,49.1198651522398,0.0057,0.0873443530942802,15.776552619738505,44.43566102981568,42.25901017189026,0.0079,0.0422777475181928,26.74995005445089,22.50658655166626,30.591681480407715
KKThPINN,0.01157,0.0422122300565654,25.17371973146219,1.9460374355316161,1.6267157532274723,0.0112199999999999,0.0385855041577402,28.514632466249168,0.6409413009881973,1.6392037361860274,0.01505,0.0188046488388072,55.12719254405238,0.0770474709570407,0.9080006815493108
