Temperature (T),Ca,Cb,Cc,h
280.0,0.9936625015244944,1.9873250030489888,0.01901249542651676,-0.0006337498475505582
283.2323232323232,0.990265125413068,1.980530250826136,0.029204623760795984,-0.0009734874586931979
286.4646464646465,0.9852776022822082,1.9705552045644164,0.04416719315337528,-0.0014722397717791798
289.6969696969697,0.9781186714572124,1.9562373429144249,0.0656439856283626,-0.0021881328542787525
292.92929292929296,0.9681132153829778,1.9362264307659556,0.0956603538510666,-0.003188678461702217
296.16161616161617,0.954561869388758,1.909123738777516,0.13631439183372604,-0.004543813061124206
299.3939393939394,0.9368627529375261,1.8737255058750522,0.1894117411874219,-0.006313724706247394
302.62626262626264,0.9146677792122921,1.8293355584245843,0.2559966623631236,-0.008533222078770789
305.85858585858585,0.8880252587017885,1.776050517403577,0.33592422389463444,-0.011197474129821144
309.09090909090907,0.8574477381464298,1.7148954762928597,0.4276567855607105,-0.014255226185357007
312.32323232323233,0.8238685875546712,1.6477371751093424,0.5283942373359866,-0.017613141244532886
315.55555555555554,0.7885009163965299,1.5770018327930597,0.6344972508104103,-0.02114990836034701
318.7878787878788,0.7526515523415358,1.5053031046830716,0.7420453429753926,-0.024734844765846406
322.020202020202,0.7175474646392918,1.4350949292785835,0.8473576060821245,-0.02824525353607081
325.25252525252523,0.6842102812271592,1.3684205624543184,0.9473691563185224,-0.03157897187728409
328.4848484848485,0.6533886755667047,1.3067773511334093,1.039833973299886,-0.03466113244332954
331.7171717171717,0.6255420279351179,1.2510840558702359,1.123373916194646,-0.037445797206488204
334.9494949494949,0.6008625490452569,1.2017250980905139,1.1974123528642293,-0.039913745095474344
338.1818181818182,0.5793222104564455,1.158644420912891,1.2620333686306637,-0.0420677789543555
341.4141414141414,0.5607317366304878,1.1214634732609756,1.3178047901085366,-0.04392682633695122
344.64646464646466,0.54480061901143,1.0896012380228597,1.3655981429657105,-0.04551993809885693
347.8787878787879,0.5311898258303244,1.0623796516606487,1.406430522509027,-0.046881017416967485
351.1111111111111,0.519552432452268,1.039104864904536,1.441342702643196,-0.04804475675477318
354.34343434343435,0.5095609459577254,1.019121891915451,1.4713171621268237,-0.049043905404227595
357.57575757575756,0.5009227465866347,1.0018454931732699,1.4972317602400953,-0.049907725341336584
360.80808080808083,0.4933864261968061,0.9867728523936125,1.5198407214095813,-0.05066135738031935
364.04040404040404,0.4867420392108193,0.9734840784216384,1.5397738823675422,-0.05132579607891807
367.27272727272725,0.48081783859321264,0.9616356771864251,1.5575464842203623,-0.05191821614067893
370.5050505050505,0.47547537576636845,0.9509507515327373,1.5735738727008943,-0.052452462423363544
373.73737373737373,0.47060417426266066,0.9412083485253215,1.588187477212018,-0.05293958257373399
376.969696969697,0.4661166631518076,0.9322333263036162,1.6016500105445763,-0.05338833368481932
380.2020202020202,0.46194369782960654,0.9238873956592094,1.6141689065111842,-0.05380563021703555
383.4343434343434,0.45803077555171207,0.9160615511034196,1.6259076733448683,-0.054196922444803786
386.6666666666667,0.45433493175281864,0.908669863505632,1.6369952047415495,-0.05456650682471853
389.8989898989899,0.45082224539627797,0.90164449079256,1.647533263811162,-0.05491777546041199
393.13131313131316,0.44746586117265635,0.8949317223453104,1.657602416482033,-0.055253413882733415
396.3636363636364,0.44424443595852914,0.8884888719170716,1.6672666921243993,-0.05557555640427303
399.5959595959596,0.44114092597090526,0.8822818519418056,1.676577222087289,-0.05588590740290833
402.8282828282828,0.4381416435015188,0.8762832870030481,1.685575069495433,-0.05618583564984814
406.06060606060606,0.4352355248490311,0.870471049698061,1.6942934254529078,-0.05647644751509695
409.29292929292933,0.43241356262459074,0.8648271252491649,1.7027593121262443,-0.056758643736936065
412.52525252525254,0.42966836545460196,0.8593367309092064,1.7109949036361916,-0.057033163454535796
415.75757575757575,0.42699381618339355,0.8539876323667954,1.719018551449811,-0.05730061838165845
418.98989898989896,0.4243848061483177,0.8487696122966463,1.726845581555036,-0.05756151938741638
422.22222222222223,0.4218370281976313,0.84367405639525,1.7344889154071188,-0.05781629718024206
425.45454545454544,0.41934681509655514,0.8386936301931268,1.741959554710318,-0.058065318497028784
428.6868686868687,0.41691101304266076,0.8338220260853374,1.7492669608720017,-0.05830889870385292
431.9191919191919,0.41452688238329205,0.8290537647665294,1.7564193528501786,-0.058547311751851794
435.1515151515151,0.4121920194481242,0.8243840388963034,1.7634239416555724,-0.05878079805518155
438.3838383838384,0.4099042948074557,0.8198085896149466,1.7702871155775977,-0.05900957051925815
441.6161616161616,0.4076618043389409,0.8153236086779146,1.7770145869831444,-0.05923381956610285
444.8484848484849,0.4054628303065952,0.8109256606132769,1.7836115090801279,-0.05945371696934387
448.0808080808081,0.40330581028728,0.8066116205744851,1.790082569138235,-0.05966941897085576
451.3131313131313,0.4011893122641489,0.802378624528273,1.796432063207578,-0.059881068773563584
454.5454545454545,0.3991120145815422,0.7982240291632773,1.8026639562551803,-0.06008879854020677
457.77777777777777,0.39707268974150156,0.7941453794830953,1.8087819307754032,-0.06029273102586785
461.01010101010104,0.3950701912455938,0.7901403824913279,1.8147894262630784,-0.060492980875494595
464.24242424242425,0.39310344285972043,0.7862068857194912,1.8206896714207885,-0.060689655714043056
467.47474747474746,0.3911714298096509,0.78234285961961,1.826485710570739,-0.06088285701900986
470.70707070707067,0.3892731915236367,0.7785463830471884,1.8321804254291751,-0.06107268084764428
473.93939393939394,0.38740781561399973,0.7748156312281116,1.8377765531578887,-0.0612592184386358
477.1717171717172,0.38557443286101656,0.771148865722058,1.8432767014169253,-0.061442556713984686
480.4040404040404,0.38377221300221204,0.7675444260043842,1.848683360993404,-0.061622778699756964
483.6363636363636,0.38200036117853087,0.7640007223573915,1.8539989164640778,-0.061799963882094744
486.86868686868684,0.38025811491491446,0.760516229828067,1.8592256552570186,-0.06197418849257019
490.1010101010101,0.37854474153183326,0.7570894830634521,1.8643657754047145,-0.062145525846631244
493.33333333333337,0.37685953592543486,0.7537190718510234,1.8694213922235419,-0.06231404640743676
496.5656565656566,0.3752018186307103,0.7504036372611603,1.8743945441081296,-0.06247981813680781
499.7979797979798,0.37357093413563597,0.7471418682708734,1.8792871975934906,-0.06264290658634764
503.030303030303,0.37196624939758904,0.7439324987942949,1.884101251808116,-0.06280337506052547
506.26262626262627,0.37038715252761817,0.7407743050540284,1.8888385424183534,-0.06296128474718898
509.4949494949495,0.36883305161806046,0.73766610323629,1.8935008451456494,-0.06311669483784499
512.7272727272727,0.36730337369245497,0.7346067473842012,1.8980898789233436,-0.06326966262986389
515.959595959596,0.3657975637506359,0.7315951275017157,1.9026073087476485,-0.06342024357854825
519.1919191919192,0.36431508391222167,0.7286301678200653,1.907054748267713,-0.06356849140229315
522.4242424242424,0.36285541261701104,0.7257108252312386,1.9114337621517503,-0.06371445873901393
525.6565656565656,0.3614180439134098,0.7228360878262108,1.9157458682603794,-0.06385819560819073
528.8888888888889,0.3600024867804297,0.7200049735679014,1.9199925396516688,-0.0639997513221715
532.1212121212121,0.3586082645192225,0.7172165290404914,1.9241752064402862,-0.06413917354757359
535.3535353535353,0.35723491415634534,0.7144698283158654,1.9282952575277892,-0.06427650858358902
538.5858585858587,0.355881985927528,0.7117639718531434,1.9323540422193286,-0.06441180140882352
541.8181818181818,0.35454904275553195,0.7090980855050903,1.9363528717393779,-0.06454509494778904
545.0505050505051,0.35323565977937693,0.7064713195638127,1.9402930206568103,-0.06467643402174872
548.2828282828283,0.3519414239254687,0.703882847844749,1.9441757282297822,-0.06480585683402751
551.5151515151515,0.350665933441166,0.7013318668831078,1.9480021996757262,-0.06493340665383585
554.7474747474748,0.34940879754152115,0.6988175950820853,1.9517736073763936,-0.06505912024385907
557.9797979797979,0.34816963599329237,0.6963392719859925,1.9554910920207151,-0.06518303640041267
561.2121212121212,0.34694807876195866,0.6938961575453523,1.959155763692689,-0.06530519212265062
564.4444444444445,0.34574376569228327,0.6914875314000927,1.962768702907624,-0.06542562343020109
567.6767676767677,0.34455634613330516,0.6891126922657793,1.9663309616009155,-0.0655443653868133
570.9090909090909,0.34338547863848656,0.6867709572887546,1.9698435640727587,-0.06566145213764685
574.1414141414141,0.3422308307003236,0.6844616614078839,1.9733075078917923,-0.06577691692473309
577.3737373737374,0.34109207841346956,0.682184156826143,1.9767237647603877,-0.06589079216428217
580.6060606060606,0.3399689062248284,0.6799378124311802,1.9800932813439913,-0.06600310937938048
583.8383838383838,0.3388610066410592,0.6777220132922459,1.983416980066695,-0.06611389933459577
587.070707070707,0.33776808003341796,0.6755361600915821,1.986695759875,-0.06622319199232152
590.3030303030303,0.33668983432797595,0.6733796687004582,1.9899304969715659,-0.06633101656188956
593.5353535353536,0.33562598481644357,0.6712519696630073,1.9931220455205494,-0.06643740152867394
596.7676767676768,0.33457625389728435,0.6691525077766536,1.9962712383260621,-0.06654237461043522
600.0,0.3335403708381548,0.6670807416767622,1.9993788874850829,-0.06664596291011549
