0,1,2,3,4
0.6086956521739131,0.6666666501098215,0.6666453626776709,1.0,0.007805057020860269
0.6086956521739131,0.7777777005125007,0.7777611779786084,0.9991585140247843,0.00909067781642037
0.6086956521739131,0.8888888999267857,0.8888794780264251,0.9983198263054476,0.010372023441561663
0.6086956521739131,0.8888888999267857,0.8888794780264251,0.9983198263054476,0.010372023441561766
0.6086956521739131,1.0,1.0,0.9974839213951094,0.011649117496000583
0.6094142747961957,0.6703983477593125,0.6701813309449983,0.999736963864085,0.008206923167505712
0.6099269701086957,0.8542718150507682,0.8538283664746598,0.9980635903320235,0.010763500311892474
0.6104770826256793,0.7619337931500358,0.7613489707314772,0.9985982095938427,0.009946709942301676
0.6123484735903533,0.9145157172474974,0.9130406754143893,0.996367873739521,0.013354213144793889
0.6140992537788723,0.8209912152691199,0.8189188647621358,0.9963650991465005,0.013358452163139247
0.618572069251019,0.938926599863108,0.9340310297028578,0.9920822235314652,0.01990182200846083
0.6204254813816237,0.6669709318093089,0.662536419432952,0.9947084046318126,0.015889547134064937
0.6226899520210598,0.9154854847794579,0.9078299905087092,0.9889531719525586,0.0246823815171225
0.6233874113663384,0.8953964354437021,0.8873604665820597,0.988650345459797,0.02514503930109967
0.6253772901452106,0.812249052037833,0.803417921850657,0.9883313201425098,0.025632445620746864
0.62572253683339,0.926235182037545,0.9159238354542529,0.9856881537745379,0.02967067055719802
0.6304347162661346,0.7222222001464287,0.710231220666376,0.9852306571951028,0.030369633028044463
0.6304347162661346,0.9444444002928575,0.929013492109343,0.9794134887835738,0.039257092714132434
0.6304347826086957,0.7222221935236908,0.7102311535267095,0.9852305847157153,0.03036974376192522
0.6304347826086957,0.8333333002196431,0.8196083837941972,0.9823053267560709,0.03483894773687384
0.6304347826086957,0.9444444069155955,0.929013421132644,0.9794133957297085,0.039257234881664736
0.6323315164317255,0.6999679625047063,0.6865653572535948,0.9837084991996832,0.03269518334103492
0.6335447891898776,0.976344308203685,0.9564037652028574,0.973765436098756,0.047886177689863314
0.6345347528872283,0.9862760310858079,0.9647315814233122,0.9717674176587762,0.050938746754597225
0.6350710661514946,0.762575387455011,0.7449757739287366,0.9782009933093269,0.04110954117094165
0.635451607082201,0.8361504143019353,0.8164758098351188,0.9751531118140142,0.04576608916839667
