region_id,iT,iC,T_low,T_high,C_low,C_high,Tss,Caoss,Cass,Cbss,Ccss,fss,aCa,aCb,aCc,aT,aCao,b
0,0,0,280.0,302.25922319842823,0.8,0.9353491945808087,291.1296115992141,0.8676745972904043,0.8450342760949202,1.9547193576090318,0.06792096358645208,-1.5732857724937155e-15,-1.0271477959993844,-0.023472237127659237,0.004424214978109025,-0.0028958916593382713,1.0,-0.8889614502963794
1,0,1,280.0,302.25922319842823,0.9353491945808087,1.068672419360864,291.1296115992141,1.0020108069708364,0.9760385856428668,1.9480555573440608,0.07791666398390858,-1.9329156331071573e-15,-1.0269630133346417,-0.027018676444416547,0.004424214978109025,-0.003322070321738942,1.0,-1.0197869252727612
2,0,2,280.0,302.25922319842823,1.068672419360864,1.2,291.1296115992141,1.134336209680432,1.1051243321093305,1.9415762448577971,0.0876356327133043,-2.0861676101879834e-15,-1.0267839514432495,-0.030490274619256783,0.004424214978109025,-0.003736450197916668,1.0,-1.146990487779226
3,1,0,302.25922319842823,323.4448835253062,0.8,0.9353491945808087,312.8520533618672,0.8676745972904043,0.7041215044470649,1.6728938143133212,0.49065927853001834,-1.1525502774389906e-14,-1.262873187834309,-0.22128680602799158,0.04390332068696545,-0.018353666274688988,1.0,-6.112171509748281
4,1,1,302.25922319842823,323.4448835253062,0.9353491945808087,1.068672419360864,312.8520533618672,1.0020108069708364,0.8199129507701646,1.6358042875986563,0.5462935686020155,-1.3010426069826053e-14,-1.2513461431956503,-0.2519640760139736,0.04390332068696545,-0.020434729933507003,1.0,-6.8052111354573706
5,1,2,302.25922319842823,323.4448835253062,1.068672419360864,1.2,312.8520533618672,1.134336209680432,0.9351983989466475,1.601724378532431,0.5974134322013535,-1.3999218451132833e-14,-1.2409822819246425,-0.281404525336532,0.04390332068696545,-0.022346926354862278,1.0,-7.4420142849059605
6,2,0,323.4448835253062,343.6087589438134,0.8,0.9353491945808087,333.5268212345598,0.8676745972904043,0.5099007465923661,1.2844522986039235,1.0733215520941148,-3.8746783559417963e-14,-2.3235971316685164,-1.0508808561576728,0.29546533777177547,-0.038245033810570324,1.0,-14.105550886098365
7,2,1,323.4448835253062,343.6087589438134,0.9353491945808087,1.068672419360864,333.5268212345598,1.0020108069708364,0.6129036373112173,1.2217856606807618,1.1673215089788571,-4.1744385725905886e-14,-2.1975948075923153,-1.2015367952335885,0.29546533777177547,-0.04159447883218102,1.0,-15.340894733002237
8,2,2,323.4448835253062,343.6087589438134,1.068672419360864,1.2,333.5268212345598,1.134336209680432,0.718078842129884,1.1674852648989043,1.2487721026516434,-4.496403249731884e-14,-2.0935097827579514,-1.3451582855369495,0.29546533777177547,-0.044496759796193185,1.0,-16.411315327383136
9,3,0,343.6087589438134,362.80013016471685,0.8,0.9353491945808087,353.20444455426514,0.8676745972904043,0.41605026685415153,1.0967513391274946,1.3548729913087585,-1.1790568521519162e-13,-6.886140675230114,-4.465789666815046,1.4741647970300653,-0.05844511559118806,1.0,-25.540935386636534
10,3,1,343.6087589438134,362.80013016471685,0.9353491945808087,1.068672419360864,353.20444455426514,1.0020108069708364,0.5144283579077041,1.0248351018737358,1.4627473471893964,-1.2612133559741778e-13,-6.139516619947569,-5.159684890583936,1.4741647970300653,-0.06309848844547944,1.0,-27.574492754077248
11,3,2,343.6087589438134,362.80013016471685,1.068672419360864,1.2,353.20444455426514,1.134336209680432,0.6166181025988277,0.9645637858367918,1.5531543212448125,-1.3455903058456897e-13,-5.552775080692716,-5.820918373750718,1.4741647970300653,-0.06699837137385226,1.0,-29.2787696107738
12,4,0,362.80013016471685,381.0659010889147,0.8,0.9353491945808087,371.93301562681575,0.8676745972904043,0.3781240551326394,1.0208989156844723,1.4686516264732925,-3.801403636316536e-13,-24.868223686700272,-17.680789724763333,5.8118609159659,-0.11252446102347047,1.0,-59.901861178697516
13,4,1,362.80013016471685,381.0659010889147,0.9353491945808087,1.068672419360864,371.93301562681575,1.0020108069708364,0.4747666571044199,0.9455117002671657,1.5817324495992506,-4.156675004196586e-13,-21.473327281426798,-20.560407979004818,5.8118609159659,-0.12118843445663574,1.0,-64.5140861929647
14,4,2,362.80013016471685,381.0659010889147,1.068672419360864,1.2,371.93301562681575,1.134336209680432,0.5760091426190987,0.8833458658773354,1.6749812011839975,-4.511946372076636e-13,-18.869655329424603,-23.30476711967769,5.8118609159659,-0.12833292354039672,1.0,-68.31742094698667
15,5,0,381.0659010889147,398.4507134410343,0.8,0.9353491945808087,389.7583072649745,0.8676745972904043,0.3567745464395991,0.9781998982983852,1.53270015255242,-1.3073986337985843e-12,-83.94629910920068,-60.505277694276465,18.974505968597562,-0.26667084653276873,1.0,-163.12343422858655
16,5,1,381.0659010889147,398.4507134410343,0.9353491945808087,1.068672419360864,389.7583072649745,1.0020108069708364,0.4524570597130172,0.9008925054843637,1.6486612417734556,-1.3677947663381929e-12,-71.35382836036513,-70.66789017713185,18.974505968597562,-0.2868466400667711,1.0,-175.46503351604028
17,5,2,381.0659010889147,398.4507134410343,1.068672419360864,1.2,389.7583072649745,1.134336209680432,0.5532286414052177,0.8377848634495733,1.743322704825641,-1.4210854715202004e-12,-61.84246569498916,-80.35426779516749,18.974505968597562,-0.30331656240880056,1.0,-185.53973920224993
18,6,0,398.4507134410343,414.9970558742475,0.8,0.9353491945808087,406.7238846576409,0.8676745972904043,0.34114479947889026,0.9469404043769848,1.5795893934345293,-3.311129148642067e-12,-248.58758798943614,-178.39183472942779,53.1382956920206,-0.6447540200780644,1.0,-431.16329581101746
19,6,1,398.4507134410343,414.9970558742475,0.9353491945808087,1.068672419360864,406.7238846576409,1.0020108069708364,0.4361279100935332,0.8682342062453926,1.6976486906319108,-3.538502824085299e-12,-209.14086624582876,-209.1049634945954,53.1382956920206,-0.6929432563390714,1.0,-463.38865506724443
20,6,2,398.4507134410343,414.9970558742475,1.068672419360864,1.2,406.7238846576409,1.134336209680432,0.5365832537135793,0.8044940880662761,1.7932588679005765,-3.723243935382925e-12,-179.70194842493808,-238.38204494775604,53.1382956920206,-0.7319692503160962,1.0,-489.4863228001228
21,7,0,414.9970558742475,430.74536781295967,0.8,0.9353491945808087,422.8712118436036,0.8676745972904043,0.3283921260562154,0.9214350575316288,1.6178474137025602,-8.29913915367797e-12,-648.723996002404,-461.68736126594735,131.1422671116137,-1.459744811104386,1.0,-1042.698977543838
22,7,1,414.9970558742475,430.74536781295967,0.9353491945808087,1.068672419360864,422.8712118436036,1.0020108069708364,0.4228047969714031,0.8415879800011311,1.7376180299983022,-8.839151632855646e-12,-541.3306099515551,-542.9126348446531,131.1422671116137,-1.5678109576270423,1.0,-1119.8908672694313
23,7,2,414.9970558742475,430.74536781295967,1.068672419360864,1.2,422.8712118436036,1.134336209680432,0.5230201748501306,0.777367930339372,1.8339481044909294,-9.350742402602918e-12,-462.01362780492855,-620.3482773403382,131.1422671116137,-1.6547272670409807,1.0,-1181.9753811299272
24,8,0,430.74536781295967,445.7341382871616,0.8,0.9353491945808087,438.23975305006064,0.8676745972904043,0.3175462666480409,0.8997433387152591,1.6503849919271043,-1.7280399333685637e-11,-1516.5719020040422,-1069.781077802143,291.2738987198856,-3.041609445551913,1.0,-2295.482570929511
25,8,1,430.74536781295967,445.7341382871616,0.9353491945808087,1.068672419360864,438.23975305006064,1.0020108069708364,0.4114727537468135,0.818923893551917,1.771614159672106,-1.830358087318018e-11,-1256.5278488406873,-1261.6935601367672,291.2738987198856,-3.2650311220051336,1.0,-2464.0974353448732
26,8,2,430.74536781295967,445.7341382871616,1.068672419360864,1.2,438.23975305006064,1.134336209680432,0.5114970178806675,0.7543216164004447,1.8685175753993197,-1.9326762412674725e-11,-1066.25203306684,-1444.6708840324457,291.2738987198856,-3.443621175855526,1.0,-2598.878170114899
27,9,0,445.7341382871616,460.0,0.8,0.9353491945808087,452.8670691435808,0.8676745972904043,0.3081456985828622,0.8809422025850361,1.678586696122506,-3.4788172342814505e-11,-3227.4925245014506,-2257.1964199635686,591.9683900340051,-5.857147572457663,1.0,-4640.968840550105
28,9,1,445.7341382871616,460.0,0.9353491945808087,1.068672419360864,452.8670691435808,1.0020108069708364,0.40164920637499446,0.7992767988084203,1.8010848017874217,-3.7061909097246826e-11,-2657.013294928456,-2669.3772010393304,591.9683900340051,-6.284584227283602,1.0,-4979.652503854797
29,9,2,445.7341382871616,460.0,1.068672419360864,1.2,452.8670691435808,1.134336209680432,0.5015176428849357,0.7343628664088653,1.898455700386631,-3.956301952712238e-11,-2243.111716364035,-3062.4058881798983,591.9683900340051,-6.624343694980901,1.0,-5248.864280296936
