Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC
NN,0.0193627184796909,0.0693148762026342,0.1268372435334301,12.03882300321944,0.004488
KKThPINN,0.007744379385913444,7.8585286426384e-16,0.00027543121719811694,19.206723049201536,0.011262
